IDX,ID,Anho,Mes,Descripcion,Total,Total_Previo,Total_Acumulado
1988,201808,2018,8,Ourense,848,0,848
1989,201808,2018,8,Oviedo - C.P.,1907,0,1907
1990,201808,2018,8,Ponferrada,1699,7479,9178
1991,201808,2018,8,Resto,10348,0,10348
1992,201808,2018,8,Resto Asturias - C.N,525,0,525
1993,201808,2018,8,Roncesvalles,1026,3700,4726
1994,201808,2018,8,S. Jean P. Port,3700,0,3700
1995,201808,2018,8,Sarria,18274,12246,30520
1996,201808,2018,8,Triacastela,745,11501,12246
1997,201808,2018,8,Tui,5308,4581,9889
1998,201808,2018,8,Valença do Minho,1566,3015,4581
1999,201808,2018,8,Vigo,516,927,1443
2000,201808,2018,8,Vilafranca,507,9178,9685
2001,201809,2018,9,Astorga,728,7674,8402
2002,201809,2018,9,Baiona,480,1286,1766
2003,201809,2018,9,Burgos,471,5335,5806
2004,201809,2018,9,Cebreiro,1219,9409,10628
2005,201809,2018,9,Ferrol,1727,0,1727
2006,201809,2018,9,Irún,820,0,820
2007,201809,2018,9,Le Puy,526,0,526
2008,201809,2018,9,León,1868,5806,7674
2009,201809,2018,9,Lugo - C.P.,537,1371,1908
2010,201809,2018,9,Oporto,4526,0,4526
2011,201809,2018,9,Oporto Costa,1286,0,1286
2012,201809,2018,9,Ourense,442,0,442
2013,201809,2018,9,Oviedo - C.P.,1371,0,1371
2014,201809,2018,9,Pamplona,479,4856,5335
2015,201809,2018,9,Ponferrada,1007,8402,9409
2016,201809,2018,9,Resto,7417,0,7417
2017,201809,2018,9,Roncesvalles,728,4128,4856
2018,201809,2018,9,S. Jean P. Port,3602,526,4128
2019,201809,2018,9,Sarria,13293,10628,23921
2020,201809,2018,9,Tui,3221,5784,9005
2021,201809,2018,9,Valença do Minho,1258,4526,5784
2022,201810,2018,10,Astorga,407,8901,9308
2023,201810,2018,10,Burgos,330,7450,7780
2024,201810,2018,10,Cebreiro,887,9973,10860
2025,201810,2018,10,Ferrol,1212,0,1212
2026,201810,2018,10,Irún,671,0,671
2027,201810,2018,10,Le Puy,384,0,384
2028,201810,2018,10,León,1121,7780,8901
2029,201810,2018,10,Lisboa,364,0,364
2030,201810,2018,10,Lugo - C.P.,290,866,1156
2031,201810,2018,10,Oporto,3340,283,3623
2032,201810,2018,10,Oporto Costa,937,364,1301
2033,201810,2018,10,Oviedo - C.P.,866,0,866
2034,201810,2018,10,Pamplona,469,6981,7450
2035,201810,2018,10,Ponferrada,665,9308,9973
2036,201810,2018,10,Resto,5972,0,5972
2037,201810,2018,10,Resto Portugal,283,0,283
2038,201810,2018,10,Roncesvalles,706,6275,6981
2039,201810,2018,10,S. Jean P. Port,5891,384,6275
2040,201810,2018,10,Sarria,8486,10860,19346
2041,201810,2018,10,Tui,1503,4441,5944
2042,201810,2018,10,Valença do Minho,818,3623,4441
2043,201811,2018,11,Astorga,82,2388,2470
2044,201811,2018,11,Burgos,69,2026,2095
2045,201811,2018,11,Cebreiro,176,2607,2783
2046,201811,2018,11,Ferrol,262,0,262
2047,201811,2018,11,Irún,168,0,168
2048,201811,2018,11,Le Puy,135,0,135
2049,201811,2018,11,León,193,2095,2288
2050,201811,2018,11,Lisboa,87,0,87
2051,201811,2018,11,Oporto,618,0,618
2052,201811,2018,11,Oporto Costa,126,87,213
2053,201811,2018,11,Ourense,89,0,89
2054,201811,2018,11,Oviedo - C.P.,158,0,158
2055,201811,2018,11,Pamplona,120,1906,2026
2056,201811,2018,11,Ponferrada,137,2470,2607
2057,201811,2018,11,Resto,1252,0,1252
2058,201811,2018,11,Roncesvalles,167,1739,1906
2059,201811,2018,11,S. Jean P. Port,1604,135,1739
2060,201811,2018,11,Sarria,1632,2783,4415
2061,201811,2018,11,Sevilla,100,0,100
2062,201811,2018,11,Tui,302,792,1094
2063,201811,2018,11,Valença do Minho,174,618,792
2064,201812,2018,12,A Coruña,35,0,35
2065,201812,2018,12,Cebreiro,110,697,807
2066,201812,2018,12,Ferrol,121,0,121
2067,201812,2018,12,Irún,43,0,43
2068,201812,2018,12,León,81,483,564
2069,201812,2018,12,Lisboa,34,0,34
2070,201812,2018,12,Lugo - C.P.,31,73,104
2071,201812,2018,12,Oporto,191,0,191
2072,201812,2018,12,Oporto Costa,34,34,68
2073,201812,2018,12,Ourense,30,0,30
2074,201812,2018,12,Oviedo - C.P.,73,0,73
2075,201812,2018,12,Pamplona,54,429,483
2076,201812,2018,12,Ponferrada,69,594,663
2077,201812,2018,12,Resto,471,0,471
2078,201812,2018,12,Roncesvalles,67,362,429
2079,201812,2018,12,S. Jean P. Port,362,0,362
2080,201812,2018,12,Sarria,500,807,1307
2081,201812,2018,12,Sevilla,30,0,30
2082,201812,2018,12,Tui,116,258,374
2083,201812,2018,12,Valença do Minho,67,191,258
2084,201812,2018,12,Vilafranca,34,663,697
2085,201901,2019,1,Astorga,25,376,401
2086,201901,2019,1,Burgos,26,277,303
2087,201901,2019,1,Cebreiro,93,446,539
2088,201901,2019,1,Ferrol,82,0,82
2089,201901,2019,1,León,54,303,357
2090,201901,2019,1,Lisboa,22,0,22
2091,201901,2019,1,Logroño,17,260,277
2092,201901,2019,1,Lugo - C.P.,13,37,50
2093,201901,2019,1,Oporto,187,0,187
2094,201901,2019,1,Oporto Costa,20,22,42
2095,201901,2019,1,Ourense,15,0,15
2096,201901,2019,1,Oviedo - C.P.,37,0,37
2097,201901,2019,1,Pamplona,47,213,260
2098,201901,2019,1,Ponferrada,45,401,446
2099,201901,2019,1,Resto,239,0,239
2100,201901,2019,1,Roncesvalles,27,186,213
2101,201901,2019,1,S. Jean P. Port,186,0,186
2102,201901,2019,1,Sarria,333,539,872
2103,201901,2019,1,Sevilla,19,0,19
2104,201901,2019,1,Tui,106,245,351
2105,201901,2019,1,Valença do Minho,58,187,245
2106,201902,2019,2,Astorga,15,398,413
2107,201902,2019,2,Burgos,20,253,273
2108,201902,2019,2,Cebreiro,38,451,489
2109,201902,2019,2,Ferrol,94,0,94
2110,201902,2019,2,León,103,273,376
2111,201902,2019,2,Lisboa,22,0,22
2112,201902,2019,2,Lugo - C.P.,38,45,83
2113,201902,2019,2,Oporto,209,14,223
2114,201902,2019,2,Oporto Costa,45,22,67
2115,201902,2019,2,Oviedo - C.P.,45,0,45
2116,201902,2019,2,Pamplona,49,204,253
2117,201902,2019,2,Ponferrada,38,413,451
2118,201902,2019,2,Resto,262,0,262
2119,201902,2019,2,Resto Portugal,14,0,14
2120,201902,2019,2,Ribadeo,16,0,16
2121,201902,2019,2,Roncesvalles,23,181,204
2122,201902,2019,2,S. Jean P. Port,181,0,181
2123,201902,2019,2,Sarria,682,489,1171
2124,201902,2019,2,Sevilla,22,0,22
2125,201902,2019,2,Tui,75,351,426
2126,201902,2019,2,Valença do Minho,128,223,351
2127,201903,2019,3,Astorga,76,800,876
2128,201903,2019,3,Cebreiro,218,1034,1252
2129,201903,2019,3,Ferrol,372,0,372
2130,201903,2019,3,León,187,518,705
2131,201903,2019,3,Lisboa,64,0,64
2132,201903,2019,3,Lugo - C.P.,68,118,186
2133,201903,2019,3,Oporto,979,60,1039
2134,201903,2019,3,Oporto Costa,230,64,294
2135,201903,2019,3,Ourense,157,0,157
2136,201903,2019,3,Oviedo - C.P.,118,0,118
2137,201903,2019,3,Pamplona,76,442,518
2138,201903,2019,3,Ponferrada,158,876,1034
2139,201903,2019,3,Resto,951,0,951
2140,201903,2019,3,Resto Portugal,60,0,60
2141,201903,2019,3,Roncesvalles,100,342,442
2142,201903,2019,3,S. Jean P. Port,342,0,342
2143,201903,2019,3,Sarria,2243,1252,3495
2144,201903,2019,3,Sevilla,95,0,95
2145,201903,2019,3,Tui,581,1364,1945
2146,201903,2019,3,Valença do Minho,325,1039,1364
2147,201903,2019,3,Vigo,74,294,368
2148,201904,2019,4,Astorga,368,2839,3207
2149,201904,2019,4,Cebreiro,863,3763,4626
2150,201904,2019,4,Ferrol,1390,0,1390
2151,201904,2019,4,Irún,234,0,234
2152,201904,2019,4,León,742,2097,2839
2153,201904,2019,4,Lugo - C.P.,539,521,1060
2154,201904,2019,4,Oporto,2913,249,3162
2155,201904,2019,4,Oporto Costa,811,0,811
2156,201904,2019,4,Ourense,493,0,493
2157,201904,2019,4,Oviedo - C.P.,521,0,521
2158,201904,2019,4,Ponferrada,556,3207,3763
2159,201904,2019,4,Ponte de Lima,262,3162,3424
2160,201904,2019,4,Porriño,448,6931,7379
2161,201904,2019,4,Resto,4751,0,4751
2162,201904,2019,4,Resto Portugal,249,0,249
2163,201904,2019,4,Roncesvalles,419,1678,2097
2164,201904,2019,4,S. Jean P. Port,1678,0,1678
2165,201904,2019,4,Sarria,10638,4626,15264
2166,201904,2019,4,Tui,1786,5145,6931
2167,201904,2019,4,Valença do Minho,1721,3424,5145
2168,201904,2019,4,Vigo,340,811,1151
2169,201905,2019,5,Astorga,587,9366,9953
2170,201905,2019,5,Cebreiro,1094,10861,11955
2171,201905,2019,5,Ferrol,1702,0,1702
2172,201905,2019,5,Irún,655,0,655
2173,201905,2019,5,Le Puy,668,0,668
2174,201905,2019,5,León,1511,7348,8859
2175,201905,2019,5,Lisboa,466,0,466
2176,201905,2019,5,Lugo - C.P.,518,1167,1685
2177,201905,2019,5,Oporto,5416,0,5416
2178,201905,2019,5,Oporto Costa,1429,466,1895
2179,201905,2019,5,Oviedo - C.P.,1167,0,1167
2180,201905,2019,5,Pamplona,561,6787,7348
2181,201905,2019,5,Ponferrada,908,9953,10861
2182,201905,2019,5,Resto,7865,0,7865
2183,201905,2019,5,Roncesvalles,714,6073,6787
2184,201905,2019,5,S. Jean P. Port,5405,668,6073
2185,201905,2019,5,Samos,398,0,398
2186,201905,2019,5,Sarria,11665,12353,24018
2187,201905,2019,5,Sevilla,507,0,507
2188,201905,2019,5,Tui,2194,6659,8853
2189,201905,2019,5,Valença do Minho,1243,5416,6659
2190,201906,2019,6,Astorga,609,10144,10753
2191,201906,2019,6,Cebreiro,964,11653,12617
2192,201906,2019,6,Ferrol,1839,0,1839
2193,201906,2019,6,Irún,942,0,942
2194,201906,2019,6,Le Puy,472,0,472
2195,201906,2019,6,León,1719,8007,9726
2196,201906,2019,6,Lisboa,443,0,443
2197,201906,2019,6,Lugo - C.P.,546,1450,1996
2198,201906,2019,6,Oporto,4031,0,4031
2199,201906,2019,6,Oporto Costa,1797,443,2240
2200,201906,2019,6,Ourense,483,0,483
2201,201906,2019,6,Oviedo - C.P.,1450,0,1450
2202,201906,2019,6,Pamplona,554,7453,8007
2203,201906,2019,6,Ponferrada,900,10753,11653
2204,201906,2019,6,Resto,8636,0,8636
2205,201906,2019,6,Roncesvalles,875,6578,7453
2206,201906,2019,6,S. Jean P. Port,6106,472,6578
2207,201906,2019,6,Sarria,12915,12617,25532
2208,201906,2019,6,Sevilla,418,0,418
2209,201906,2019,6,Tui,2272,5118,7390
2210,201906,2019,6,Valença do Minho,1087,4031,5118
2211,201907,2019,7,Astorga,1125,5775,6900
2212,201907,2019,7,Cebreiro,1368,8012,9380
2213,201907,2019,7,Ferrol,2454,0,2454
2214,201907,2019,7,Irún,895,0,895
2215,201907,2019,7,León,1284,4491,5775
2216,201907,2019,7,Lugo - C.P.,718,1426,2144
2217,201907,2019,7,Muxia,462,0,462
2218,201907,2019,7,Oporto,2695,0,2695
2219,201907,2019,7,Oporto Costa,1460,0,1460
2220,201907,2019,7,Ourense,1131,0,1131
2221,201907,2019,7,Oviedo - C.P.,1426,0,1426
2222,201907,2019,7,Ponferrada,1112,6900,8012
2223,201907,2019,7,Porriño,452,8846,9298
2224,201907,2019,7,Resto,10731,0,10731
2225,201907,2019,7,Roncesvalles,561,3930,4491
2226,201907,2019,7,S. Jean P. Port,3930,0,3930
2227,201907,2019,7,Sarria,14356,9920,24276
2228,201907,2019,7,Triacastela,540,9380,9920
2229,201907,2019,7,Tui,4442,4404,8846
2230,201907,2019,7,Valença do Minho,1709,2695,4404
2231,201907,2019,7,Vilalba,468,895,1363
2232,201908,2019,8,Astorga,643,6591,7234
2233,201908,2019,8,Cebreiro,1559,8984,10543
2234,201908,2019,8,Ferrol,3554,0,3554
2235,201908,2019,8,Irún,1033,0,1033
2236,201908,2019,8,León,2063,4528,6591
2237,201908,2019,8,Lugo - C.P.,987,2023,3010
2238,201908,2019,8,Oporto,3113,0,3113
2239,201908,2019,8,Oporto Costa,1900,0,1900
2240,201908,2019,8,Ourense,690,0,690
2241,201908,2019,8,Oviedo - C.P.,2023,0,2023
2242,201908,2019,8,Ponferrada,1294,7234,8528
2243,201908,2019,8,Porriño,507,10971,11478
2244,201908,2019,8,Resto,10595,0,10595
2245,201908,2019,8,Roncesvalles,899,3629,4528
2246,201908,2019,8,S. Jean P. Port,3629,0,3629
2247,201908,2019,8,Sarria,18647,11407,30054
2248,201908,2019,8,Triacastela,864,10543,11407
2249,201908,2019,8,Tui,6037,4934,10971
2250,201908,2019,8,Valença do Minho,1821,3113,4934
2251,201908,2019,8,Vigo,500,1900,2400
2252,201908,2019,8,Vilafranca,456,8528,8984
2253,201909,2019,9,Astorga,581,6901,7482
2254,201909,2019,9,Baiona,456,2115,2571
2255,201909,2019,9,Burgos,363,5066,5429
2256,201909,2019,9,Cebreiro,1222,8451,9673
2257,201909,2019,9,Ferrol,1949,0,1949
2258,201909,2019,9,Irún,760,0,760
2259,201909,2019,9,Le Puy,512,0,512
2260,201909,2019,9,León,1472,5429,6901
2261,201909,2019,9,Lugo - C.P.,422,1471,1893
2262,201909,2019,9,Oporto,4078,0,4078
2263,201909,2019,9,Oporto Costa,2115,0,2115
2264,201909,2019,9,Oviedo - C.P.,1471,0,1471
2265,201909,2019,9,Pamplona,341,4725,5066
2266,201909,2019,9,Ponferrada,969,7482,8451
2267,201909,2019,9,Resto,6794,0,6794
2268,201909,2019,9,Roncesvalles,582,4143,4725
2269,201909,2019,9,S. Jean P. Port,3631,512,4143
2270,201909,2019,9,Sarria,13430,9673,23103
2271,201909,2019,9,Tui,2813,5224,8037
2272,201909,2019,9,Valença do Minho,1146,4078,5224
2273,201909,2019,9,Vigo,546,2571,3117
2274,201910,2019,10,Astorga,369,8933,9302
2275,201910,2019,10,Cebreiro,628,9864,10492
2276,201910,2019,10,Ferrol,1218,0,1218
2277,201910,2019,10,Francia - C.F.,265,0,265
2278,201910,2019,10,Irún,787,0,787
2279,201910,2019,10,Le Puy,439,0,439
2280,201910,2019,10,León,1070,7596,8666
2281,201910,2019,10,Lisboa,367,0,367
2282,201910,2019,10,Oporto,3477,0,3477
2283,201910,2019,10,Oporto Costa,1355,367,1722
2284,201910,2019,10,Ourense,346,0,346
2285,201910,2019,10,Oviedo - C.P.,986,0,986
2286,201910,2019,10,Pamplona,379,7217,7596
2287,201910,2019,10,Ponferrada,562,9302,9864
2288,201910,2019,10,Resto,5114,0,5114
2289,201910,2019,10,Roncesvalles,524,6693,7217
2290,201910,2019,10,S. Jean P. Port,5989,704,6693
2291,201910,2019,10,Sarria,9018,10492,19510
2292,201910,2019,10,Sevilla,267,0,267
2293,201910,2019,10,Tui,2034,4401,6435
2294,201910,2019,10,Valença do Minho,924,3477,4401
2295,201911,2019,11,Cebreiro,247,2692,2939
2296,201911,2019,11,Ferrol,316,0,316
2297,201911,2019,11,Francia - C.F.,84,0,84
2298,201911,2019,11,Irún,177,0,177
2299,201911,2019,11,Le Puy,137,0,137
2300,201911,2019,11,León,227,2195,2422
2301,201911,2019,11,Lisboa,76,0,76
2302,201911,2019,11,Lugo - C.P.,72,223,295
2303,201911,2019,11,Oporto,652,0,652
2304,201911,2019,11,Oporto Costa,199,76,275
2305,201911,2019,11,Ourense,77,0,77
2306,201911,2019,11,Oviedo - C.P.,223,0,223
2307,201911,2019,11,Pamplona,97,2098,2195
2308,201911,2019,11,Ponferrada,171,2521,2692
2309,201911,2019,11,Resto,1334,0,1334
2310,201911,2019,11,Roncesvalles,140,1958,2098
2311,201911,2019,11,S. Jean P. Port,1737,221,1958
2312,201911,2019,11,Sarria,1597,2939,4536
2313,201911,2019,11,Sevilla,99,0,99
2314,201911,2019,11,Tui,370,894,1264
2315,201911,2019,11,Valença do Minho,242,652,894
2316,201912,2019,12,Astorga,44,667,711
2317,201912,2019,12,Burgos,27,521,548
2318,201912,2019,12,Cebreiro,73,802,875
2319,201912,2019,12,Ferrol,129,0,129
2320,201912,2019,12,Irún,40,0,40
2321,201912,2019,12,Le Puy,27,0,27
2322,201912,2019,12,León,73,548,621
2323,201912,2019,12,Lisboa,26,0,26
2324,201912,2019,12,Oporto,174,0,174
2325,201912,2019,12,Oporto Costa,60,26,86
2326,201912,2019,12,Oviedo - C.P.,64,0,64
2327,201912,2019,12,Pamplona,55,466,521
2328,201912,2019,12,Ponferrada,91,711,802
2329,201912,2019,12,Resto,515,0,515
2330,201912,2019,12,Roncesvalles,56,410,466
2331,201912,2019,12,S. Jean P. Port,383,27,410
2332,201912,2019,12,Sarria,603,875,1478
2333,201912,2019,12,Sevilla,46,0,46
2334,201912,2019,12,Tui,104,260,364
2335,201912,2019,12,Valença do Minho,86,174,260
2336,201912,2019,12,Vigo,34,86,120
2337,202001,2020,1,Astorga,28,468,496
2338,202001,2020,1,Burgos,22,318,340
2339,202001,2020,1,Cebreiro,42,553,595
2340,202001,2020,1,Ferrol,136,0,136
2341,202001,2020,1,Irún,22,0,22
2342,202001,2020,1,León,128,340,468
2343,202001,2020,1,Lisboa,22,0,22
2344,202001,2020,1,Oporto,210,0,210
2345,202001,2020,1,Oporto Costa,54,22,76
2346,202001,2020,1,Oviedo - C.P.,29,0,29
2347,202001,2020,1,Pamplona,40,278,318
2348,202001,2020,1,Ponferrada,57,496,553
2349,202001,2020,1,Ponferrada. C.Inv.,23,0,23
2350,202001,2020,1,Resto,285,0,285
2351,202001,2020,1,Resto Asturias - C.N,29,0,29
2352,202001,2020,1,Roncesvalles,30,248,278
2353,202001,2020,1,S. Jean P. Port,248,0,248
2354,202001,2020,1,Sarria,428,595,1023
2355,202001,2020,1,Tui,90,272,362
2356,202001,2020,1,Valença do Minho,62,210,272
2357,202001,2020,1,Vigo,16,76,92
2358,202002,2020,2,Astorga,24,553,577
2359,202002,2020,2,Cebreiro,146,615,761
2360,202002,2020,2,Ferrol,178,0,178
2361,202002,2020,2,León,102,417,519
2362,202002,2020,2,Lisboa,46,0,46
2363,202002,2020,2,Monforte de Lemos,23,0,23
2364,202002,2020,2,Oporto,313,0,313
2365,202002,2020,2,Oporto Costa,99,46,145
2366,202002,2020,2,Ourense,23,0,23
2367,202002,2020,2,Oviedo - C.P.,62,0,62
2368,202002,2020,2,Pamplona,44,373,417
2369,202002,2020,2,Ponferrada,38,577,615
2370,202002,2020,2,Ponte de Lima,26,313,339
2371,202002,2020,2,Porriño,33,623,656
2372,202002,2020,2,Resto,416,0,416
2373,202002,2020,2,Roncesvalles,43,330,373
2374,202002,2020,2,S. Jean P. Port,330,0,330
2375,202002,2020,2,Sarria,812,761,1573
2376,202002,2020,2,Sevilla,34,0,34
2377,202002,2020,2,Tui,153,470,623
2378,202002,2020,2,Valença do Minho,131,339,470
2379,202003,2020,3,Baiona,21,64,85
2380,202003,2020,3,Burgos,21,181,202
2381,202003,2020,3,Cebreiro,34,304,338
2382,202003,2020,3,Ferrol,102,0,102
2383,202003,2020,3,León,49,202,251
2384,202003,2020,3,Lisboa,24,0,24
2385,202003,2020,3,Lugo - C.P.,31,31,62
2386,202003,2020,3,Oporto,280,0,280
2387,202003,2020,3,Oporto Costa,40,24,64
2388,202003,2020,3,Ourense,34,0,34
2389,202003,2020,3,Oviedo - C.P.,31,0,31
2390,202003,2020,3,Pamplona,17,164,181
2391,202003,2020,3,Ponferrada,38,266,304
2392,202003,2020,3,Resto,220,0,220
2393,202003,2020,3,Roncesvalles,31,133,164
2394,202003,2020,3,S. Jean P. Port,133,0,133
2395,202003,2020,3,Sarria,654,372,1026
2396,202003,2020,3,Sevilla,15,0,15
2397,202003,2020,3,Triacastela,34,338,372
2398,202003,2020,3,Tui,78,341,419
2399,202003,2020,3,Valença do Minho,61,280,341
2400,202006,2020,6,Baiona,1,0,1
2401,202006,2020,6,Ferrol,4,0,4
2402,202006,2020,6,Gijón,1,0,1
2403,202006,2020,6,Lugo - C.P.,1,0,1
2404,202006,2020,6,Sarria,5,0,5
2405,202007,2020,7,A Guarda,104,155,259
2406,202007,2020,7,Astorga,112,819,931
2407,202007,2020,7,Burgos,75,456,531
2408,202007,2020,7,Cebreiro,286,1322,1608
2409,202007,2020,7,Ferrol,691,0,691
2410,202007,2020,7,Irún,84,0,84
2411,202007,2020,7,León,288,531,819
2412,202007,2020,7,Lugo - C.P.,168,406,574
2413,202007,2020,7,Oporto,386,0,386
2414,202007,2020,7,Oporto Costa,155,0,155
2415,202007,2020,7,Ourense,127,0,127
2416,202007,2020,7,Oviedo - C.P.,406,0,406
2417,202007,2020,7,Ponferrada,313,931,1244
2418,202007,2020,7,Resto,1638,0,1638
2419,202007,2020,7,Roncesvalles,212,244,456
2420,202007,2020,7,S. Jean P. Port,244,0,244
2421,202007,2020,7,Sarria,3196,1608,4804
2422,202007,2020,7,Tui,923,553,1476
2423,202007,2020,7,Valença do Minho,167,386,553
2424,202007,2020,7,Vigo,99,259,358
2425,202007,2020,7,Vilafranca,78,1244,1322
2426,202008,2020,8,A Guarda,178,315,493
2427,202008,2020,8,Astorga,256,1764,2020
2428,202008,2020,8,Baiona,222,493,715
2429,202008,2020,8,Cebreiro,520,2709,3229
2430,202008,2020,8,Ferrol,945,0,945
2431,202008,2020,8,Irún,368,0,368
2432,202008,2020,8,León,585,1179,1764
2433,202008,2020,8,Lugo - C.P.,351,790,1141
2434,202008,2020,8,Oporto,830,0,830
2435,202008,2020,8,Oporto Costa,315,0,315
2436,202008,2020,8,Oviedo - C.P.,790,0,790
2437,202008,2020,8,Ponferrada,532,2020,2552
2438,202008,2020,8,Resto,4468,0,4468
2439,202008,2020,8,Ribadeo,192,368,560
2440,202008,2020,8,Roncesvalles,347,832,1179
2441,202008,2020,8,S. Jean P. Port,832,0,832
2442,202008,2020,8,Sarria,5701,3229,8930
2443,202008,2020,8,Tui,1690,1204,2894
2444,202008,2020,8,Valença do Minho,374,830,1204
2445,202008,2020,8,Vigo,159,715,874
2446,202008,2020,8,Vilafranca,157,2552,2709
2447,202009,2020,9,Astorga,123,1347,1470
2448,202009,2020,9,Baiona,91,206,297
2449,202009,2020,9,Burgos,82,1010,1092
2450,202009,2020,9,Cebreiro,284,1855,2139
2451,202009,2020,9,Ferrol,525,0,525
2452,202009,2020,9,Irún,206,0,206
2453,202009,2020,9,Le Puy,115,0,115
2454,202009,2020,9,León,255,1092,1347
2455,202009,2020,9,Lugo - C.P.,126,511,637
2456,202009,2020,9,Oporto,640,0,640
2457,202009,2020,9,Oporto Costa,206,0,206
2458,202009,2020,9,Oviedo - C.P.,511,0,511
2459,202009,2020,9,Pamplona,77,933,1010
2460,202009,2020,9,Ponferrada,292,1470,1762
2461,202009,2020,9,Resto,2184,0,2184
2462,202009,2020,9,Roncesvalles,235,698,933
2463,202009,2020,9,S. Jean P. Port,583,115,698
2464,202009,2020,9,Sarria,2713,2139,4852
2465,202009,2020,9,Tui,840,900,1740
2466,202009,2020,9,Valença do Minho,260,640,900
2467,202009,2020,9,Vilafranca,93,1762,1855
2468,202010,2020,10,Astorga,82,1266,1348
2469,202010,2020,10,Cebreiro,169,1493,1662
2470,202010,2020,10,Ferrol,259,0,259
2471,202010,2020,10,Francia - C.F.,85,0,85
2472,202010,2020,10,Irún,125,0,125
2473,202010,2020,10,Le Puy,136,0,136
2474,202010,2020,10,León,128,1070,1198
2475,202010,2020,10,Lisboa,94,0,94
2476,202010,2020,10,Lugo - C.P.,64,267,331
2477,202010,2020,10,Oporto,483,0,483
2478,202010,2020,10,Oporto Costa,117,94,211
2479,202010,2020,10,Oviedo - C.P.,267,0,267
2480,202010,2020,10,Pamplona,63,1007,1070
2481,202010,2020,10,Ponferrada,145,1348,1493
2482,202010,2020,10,Resto,1408,0,1408
2483,202010,2020,10,Roncesvalles,173,834,1007
2484,202010,2020,10,S. Jean P. Port,613,221,834
2485,202010,2020,10,Sarria,1335,1662,2997
2486,202010,2020,10,Sevilla,68,0,68
2487,202010,2020,10,Tui,375,712,1087
2488,202010,2020,10,Valença do Minho,229,483,712
2489,202011,2020,11,Alemania,5,0,5
2490,202011,2020,11,Astorga,7,319,326
2491,202011,2020,11,Cebreiro,7,332,339
2492,202011,2020,11,Ferrol,8,0,8
2493,202011,2020,11,Francia - C.F.,23,0,23
2494,202011,2020,11,Irún,22,0,22
2495,202011,2020,11,Le Puy,50,5,55
2496,202011,2020,11,Lisboa,16,0,16
2497,202011,2020,11,Lourdes,5,0,5
2498,202011,2020,11,Madrid - C.F.,7,0,7
2499,202011,2020,11,Oporto,24,0,24
2500,202011,2020,11,Oviedo - C.P.,13,0,13
2501,202011,2020,11,Pamplona,33,261,294
2502,202011,2020,11,Resto,127,0,127
2503,202011,2020,11,Roncesvalles,31,230,261
2504,202011,2020,11,S. Jean P. Port,147,83,230
2505,202011,2020,11,San Sebastián,5,22,27
2506,202011,2020,11,Santander,6,27,33
2507,202011,2020,11,Sarria,25,339,364
2508,202011,2020,11,Sevilla,18,0,18
2509,202011,2020,11,Vilafranca,6,326,332
2510,202012,2020,12,Alemania,1,0,1
2511,202012,2020,12,Bélgica,1,0,1
2512,202012,2020,12,Cebreiro,6,18,24
2513,202012,2020,12,Com. Valenciana - O.C.,1,0,1
2514,202012,2020,12,Francia - C.F.,3,1,4
2515,202012,2020,12,Gudiña,12,1,13
2516,202012,2020,12,León,2,7,9
2517,202012,2020,12,Lisboa,4,0,4
2518,202012,2020,12,Oporto,21,1,22
2519,202012,2020,12,Ourense,3,13,16
2520,202012,2020,12,Ponferrada. C.Inv.,2,0,2
2521,202012,2020,12,Resto,8,0,8
2522,202012,2020,12,Resto de Galicia,1,0,1
2523,202012,2020,12,Resto de Portugal,1,0,1
2524,202012,2020,12,S. Jean P. Port,1,6,7
2525,202012,2020,12,Sarria,10,25,35
2526,202012,2020,12,Sevilla,5,0,5
2527,202012,2020,12,Tui,8,26,34
2528,202012,2020,12,Valença do Minho,4,22,26
2529,202012,2020,12,Vega de Valcarce,4,14,18
2530,202012,2020,12,Vezelay,1,1,2
2531,202101,2021,1,Alemania,2,0,2
2532,202101,2021,1,Astorga,1,9,10
2533,202101,2021,1,Cebreiro,6,11,17
2534,202101,2021,1,Ferrol,5,0,5
2535,202101,2021,1,Fonsagrada - C.P.,1,2,3
2536,202101,2021,1,Irún,1,0,1
2537,202101,2021,1,Laza,1,0,1
2538,202101,2021,1,Lisboa,2,0,2
2539,202101,2021,1,Oporto,9,0,9
2540,202101,2021,1,Oporto Costa,1,2,3
2541,202101,2021,1,Oviedo - C.P.,2,0,2
2542,202101,2021,1,Resto,6,0,6
2543,202101,2021,1,S. Jean P. Port,5,2,7
2544,202101,2021,1,Sahagún,1,7,8
2545,202101,2021,1,San Sebastián,1,1,2
2546,202101,2021,1,Sarria,10,17,27
2547,202101,2021,1,Sevilla,1,0,1
2548,202101,2021,1,Tui,2,10,12
2549,202101,2021,1,Valença do Minho,1,9,10
2550,202101,2021,1,Vigo,1,3,4
2551,202101,2021,1,Vilafranca,1,10,11
2552,202102,2021,2,Cebreiro,1,4,5
2553,202102,2021,2,Francia - C.F.,1,0,1
2554,202102,2021,2,Le Puy,1,1,2
2555,202102,2021,2,Lisboa,3,0,3
2556,202102,2021,2,Oviedo - C.P.,2,0,2
2557,202102,2021,2,Republica Checa,1,0,1
2558,202102,2021,2,S. Jean P. Port,1,3,4
2559,202102,2021,2,Sarria,4,5,9
2560,202103,2021,3,A Coruña,4,0,4
2561,202103,2021,3,A Guarda,2,2,4
