IDX,ID,Anho,Mes,Descripcion,Total,Total_Previo,Total_Acumulado
842,201005,2010,5,Resto,9298,0,9298
843,201005,2010,5,Roncesvalles,1761,2595,4356
844,201005,2010,5,S. Jean P. Port,2595,0,2595
845,201005,2010,5,Sarria,5791,11080,16871
846,201005,2010,5,Tui,1626,1051,2677
847,201006,2010,6,Astorga,885,7603,8488
848,201006,2010,6,Cebreiro,2569,9854,12423
849,201006,2010,6,León,1598,6005,7603
850,201006,2010,6,Oporto,879,0,879
851,201006,2010,6,Pamplona,735,5270,6005
852,201006,2010,6,Ponferrada,1366,8488,9854
853,201006,2010,6,Resto,11876,0,11876
854,201006,2010,6,Roncesvalles,2148,3122,5270
855,201006,2010,6,S. Jean P. Port,3122,0,3122
856,201006,2010,6,Sarria,6962,12423,19385
857,201006,2010,6,Tui,1616,879,2495
858,201007,2010,7,Astorga,1501,6064,7565
859,201007,2010,7,Cebreiro,3283,10790,14073
860,201007,2010,7,León,1718,4346,6064
861,201007,2010,7,Ourense,1032,0,1032
862,201007,2010,7,Ponferrada,2264,7565,9829
863,201007,2010,7,Resto,13905,0,13905
864,201007,2010,7,Roncesvalles,1806,2540,4346
865,201007,2010,7,S. Jean P. Port,2540,0,2540
866,201007,2010,7,Sarria,10417,14073,24490
867,201007,2010,7,Tui,3039,0,3039
868,201007,2010,7,Vilafranca,961,9829,10790
869,201008,2010,8,Astorga,1668,7922,9590
870,201008,2010,8,Cebreiro,4129,12603,16732
871,201008,2010,8,León,2470,5452,7922
872,201008,2010,8,Ourense,2339,0,2339
873,201008,2010,8,Ponferrada,3013,9590,12603
874,201008,2010,8,Resto,20250,0,20250
875,201008,2010,8,Resto Asturias - C.N,1940,0,1940
876,201008,2010,8,Roncesvalles,2718,2734,5452
877,201008,2010,8,S. Jean P. Port,2734,0,2734
878,201008,2010,8,Sarria,15530,16732,32262
879,201008,2010,8,Tui,4743,0,4743
880,201009,2010,9,Astorga,934,6822,7756
881,201009,2010,9,Cebreiro,2831,9525,12356
882,201009,2010,9,Le Puy,712,0,712
883,201009,2010,9,León,1918,4904,6822
884,201009,2010,9,Oporto,833,0,833
885,201009,2010,9,Ponferrada,1769,7756,9525
886,201009,2010,9,Resto,11168,0,11168
887,201009,2010,9,Roncesvalles,1705,3199,4904
888,201009,2010,9,S. Jean P. Port,2487,712,3199
889,201009,2010,9,Sarria,10628,12356,22984
890,201009,2010,9,Tui,1863,833,2696
891,201010,2010,10,Astorga,636,4810,5446
892,201010,2010,10,Cebreiro,2163,6652,8815
893,201010,2010,10,León,1006,3804,4810
894,201010,2010,10,Oporto,652,0,652
895,201010,2010,10,Ourense,514,0,514
896,201010,2010,10,Ponferrada,1206,5446,6652
897,201010,2010,10,Resto,7798,0,7798
898,201010,2010,10,Roncesvalles,1417,2387,3804
899,201010,2010,10,S. Jean P. Port,2387,0,2387
900,201010,2010,10,Sarria,7272,8815,16087
901,201010,2010,10,Tui,1547,652,2199
902,201011,2010,11,Cebreiro,842,1615,2457
903,201011,2010,11,Ferrol,161,0,161
904,201011,2010,11,León,231,1038,1269
905,201011,2010,11,Ourense,241,0,241
906,201011,2010,11,Oviedo - C.P.,135,0,135
907,201011,2010,11,Ponferrada,346,1269,1615
908,201011,2010,11,Resto,2416,0,2416
909,201011,2010,11,Roncesvalles,438,600,1038
910,201011,2010,11,S. Jean P. Port,600,0,600
911,201011,2010,11,Sarria,1907,2457,4364
912,201011,2010,11,Tui,758,0,758
913,201012,2010,12,Cebreiro,862,706,1568
914,201012,2010,12,Ferrol,224,0,224
915,201012,2010,12,León,104,393,497
916,201012,2010,12,Ourense,188,0,188
917,201012,2010,12,Oviedo - C.P.,111,0,111
918,201012,2010,12,Ponferrada,209,497,706
919,201012,2010,12,Resto,1452,0,1452
920,201012,2010,12,Roncesvalles,204,189,393
921,201012,2010,12,S. Jean P. Port,189,0,189
922,201012,2010,12,Sarria,1681,1568,3249
923,201012,2010,12,Tui,743,0,743
924,201101,2011,1,Astorga,27,139,166
925,201101,2011,1,Cebreiro,63,196,259
926,201101,2011,1,León,45,94,139
927,201101,2011,1,Mondoñedo,20,0,20
928,201101,2011,1,Oporto,25,0,25
929,201101,2011,1,Ponferrada,30,166,196
930,201101,2011,1,Resto,183,0,183
931,201101,2011,1,Roncesvalles,27,67,94
932,201101,2011,1,S. Jean P. Port,67,0,67
933,201101,2011,1,Sarria,136,259,395
934,201101,2011,1,Tui,21,25,46
935,201102,2011,2,Cebreiro,112,236,348
936,201102,2011,2,León,51,133,184
937,201102,2011,2,Oporto,25,29,54
938,201102,2011,2,Pamplona,25,108,133
939,201102,2011,2,Ponferrada,52,184,236
940,201102,2011,2,Resto,240,0,240
941,201102,2011,2,Resto Portugal,29,0,29
942,201102,2011,2,Roncesvalles,38,70,108
943,201102,2011,2,S. Jean P. Port,70,0,70
944,201102,2011,2,Sarria,152,348,500
945,201102,2011,2,Tui,26,54,80
946,201103,2011,3,Cebreiro,288,506,794
947,201103,2011,3,León,143,221,364
948,201103,2011,3,Oporto,125,287,412
949,201103,2011,3,Ourense,215,0,215
950,201103,2011,3,Ponferrada,142,364,506
951,201103,2011,3,Resto,787,0,787
952,201103,2011,3,Resto Portugal,287,0,287
953,201103,2011,3,Roncesvalles,90,131,221
954,201103,2011,3,S. Jean P. Port,131,0,131
955,201103,2011,3,Sarria,719,794,1513
956,201103,2011,3,Tui,96,412,508
957,201104,2011,4,Astorga,382,2005,2387
958,201104,2011,4,Cebreiro,839,2991,3830
959,201104,2011,4,León,696,1309,2005
960,201104,2011,4,Oporto,638,0,638
961,201104,2011,4,Ponferrada,604,2387,2991
962,201104,2011,4,Resto,4045,0,4045
963,201104,2011,4,Roncesvalles,551,758,1309
964,201104,2011,4,S. Jean P. Port,758,0,758
965,201104,2011,4,Sarria,4396,3830,8226
966,201104,2011,4,Tui,762,1121,1883
967,201104,2011,4,Valença do Minho,483,638,1121
968,201105,2011,5,Astorga,662,5589,6251
969,201105,2011,5,Cebreiro,901,6965,7866
970,201105,2011,5,León,1269,4320,5589
971,201105,2011,5,Oporto,1007,0,1007
972,201105,2011,5,Pamplona,718,3602,4320
973,201105,2011,5,Ponferrada,714,6251,6965
974,201105,2011,5,Resto,6894,0,6894
975,201105,2011,5,Roncesvalles,984,2618,3602
976,201105,2011,5,S. Jean P. Port,2618,0,2618
977,201105,2011,5,Sarria,3400,7866,11266
978,201105,2011,5,Tui,638,1007,1645
979,201106,2011,6,Astorga,769,7513,8282
980,201106,2011,6,Cebreiro,948,9110,10058
981,201106,2011,6,León,1553,5960,7513
982,201106,2011,6,Oporto,1288,0,1288
983,201106,2011,6,Pamplona,753,5207,5960
984,201106,2011,6,Ponferrada,828,8282,9110
985,201106,2011,6,Resto,9008,0,9008
986,201106,2011,6,Roncesvalles,1402,3805,5207
987,201106,2011,6,S. Jean P. Port,3805,0,3805
988,201106,2011,6,Sarria,4065,10058,14123
989,201106,2011,6,Tui,820,1288,2108
990,201107,2011,7,Astorga,1444,5750,7194
991,201107,2011,7,Cebreiro,1866,8768,10634
992,201107,2011,7,León,1644,4106,5750
993,201107,2011,7,Oporto,726,0,726
994,201107,2011,7,Oviedo - C.P.,667,0,667
995,201107,2011,7,Ponferrada,1574,7194,8768
996,201107,2011,7,Resto,10588,0,10588
997,201107,2011,7,Roncesvalles,1568,2538,4106
998,201107,2011,7,S. Jean P. Port,2538,0,2538
999,201107,2011,7,Sarria,6900,10634,17534
1000,201107,2011,7,Tui,1327,726,2053
1001,201108,2011,8,Astorga,1194,8790,9984
1002,201108,2011,8,Burgos,916,5499,6415
1003,201108,2011,8,Cebreiro,2492,12078,14570
1004,201108,2011,8,León,2375,6415,8790
1005,201108,2011,8,Oviedo - C.P.,944,0,944
1006,201108,2011,8,Ponferrada,2094,9984,12078
1007,201108,2011,8,Resto,13710,0,13710
1008,201108,2011,8,Roncesvalles,2333,3166,5499
1009,201108,2011,8,S. Jean P. Port,3166,0,3166
1010,201108,2011,8,Sarria,10248,14570,24818
1011,201108,2011,8,Tui,2017,0,2017
1012,201109,2011,9,Astorga,855,6579,7434
1013,201109,2011,9,Cebreiro,1390,8701,10091
1014,201109,2011,9,León,1901,4678,6579
1015,201109,2011,9,Oporto,1095,0,1095
1016,201109,2011,9,Pamplona,675,4003,4678
1017,201109,2011,9,Ponferrada,1267,7434,8701
1018,201109,2011,9,Resto,8512,0,8512
1019,201109,2011,9,Roncesvalles,1292,2711,4003
1020,201109,2011,9,S. Jean P. Port,2711,0,2711
1021,201109,2011,9,Sarria,5220,10091,15311
1022,201109,2011,9,Tui,1105,1095,2200
1023,201110,2011,10,Astorga,431,4839,5270
1024,201110,2011,10,Cebreiro,981,5855,6836
1025,201110,2011,10,Le Puy,450,0,450
1026,201110,2011,10,León,798,4041,4839
1027,201110,2011,10,Oporto,661,0,661
1028,201110,2011,10,Ponferrada,585,5270,5855
1029,201110,2011,10,Resto,5135,0,5135
1030,201110,2011,10,Roncesvalles,829,3212,4041
1031,201110,2011,10,S. Jean P. Port,2762,450,3212
1032,201110,2011,10,Sarria,2958,6836,9794
1033,201110,2011,10,Tui,653,661,1314
1034,201111,2011,11,Astorga,82,1101,1183
1035,201111,2011,11,Cebreiro,185,1363,1548
1036,201111,2011,11,Le Puy,79,0,79
1037,201111,2011,11,León,142,959,1101
1038,201111,2011,11,Pamplona,90,869,959
1039,201111,2011,11,Ponferrada,180,1183,1363
1040,201111,2011,11,Resto,1198,0,1198
1041,201111,2011,11,Roncesvalles,159,710,869
1042,201111,2011,11,S. Jean P. Port,631,79,710
1043,201111,2011,11,Sarria,688,1548,2236
1044,201111,2011,11,Tui,157,0,157
1045,201112,2011,12,Cebreiro,103,388,491
1046,201112,2011,12,León,45,271,316
1047,201112,2011,12,Oporto,39,41,80
1048,201112,2011,12,Pamplona,38,233,271
1049,201112,2011,12,Ponferrada,72,316,388
1050,201112,2011,12,Resto,551,0,551
1051,201112,2011,12,Resto Portugal,41,0,41
1052,201112,2011,12,Roncesvalles,76,157,233
1053,201112,2011,12,S. Jean P. Port,157,0,157
1054,201112,2011,12,Sarria,279,491,770
1055,201112,2011,12,Tui,97,80,177
1056,201201,2012,1,Astorga,29,188,217
1057,201201,2012,1,Cebreiro,64,267,331
1058,201201,2012,1,León,82,106,188
1059,201201,2012,1,Oporto,34,0,34
1060,201201,2012,1,Oviedo - C.P.,49,0,49
1061,201201,2012,1,Ponferrada,50,217,267
1062,201201,2012,1,Resto,230,0,230
1063,201201,2012,1,Roncesvalles,30,76,106
1064,201201,2012,1,S. Jean P. Port,76,0,76
1065,201201,2012,1,Sarria,196,331,527
1066,201201,2012,1,Tui,32,34,66
1067,201202,2012,2,Cebreiro,200,226,426
1068,201202,2012,2,León,42,152,194
1069,201202,2012,2,Oporto,67,0,67
1070,201202,2012,2,Oviedo - C.P.,30,0,30
1071,201202,2012,2,Ponferrada,32,194,226
1072,201202,2012,2,Resto,309,0,309
1073,201202,2012,2,Roncesvalles,55,97,152
1074,201202,2012,2,S. Jean P. Port,97,0,97
1075,201202,2012,2,Sarria,323,426,749
1076,201202,2012,2,Tui,80,137,217
1077,201202,2012,2,Valença do Minho,70,67,137
1078,201203,2012,3,Cebreiro,132,678,810
1079,201203,2012,3,León,147,403,550
1080,201203,2012,3,Oporto,172,0,172
1081,201203,2012,3,Pamplona,67,336,403
1082,201203,2012,3,Ponferrada,128,550,678
1083,201203,2012,3,Resto,1017,0,1017
1084,201203,2012,3,Roncesvalles,113,223,336
1085,201203,2012,3,S. Jean P. Port,223,0,223
1086,201203,2012,3,Sarria,978,810,1788
1087,201203,2012,3,Tui,163,292,455
1088,201203,2012,3,Valença do Minho,120,172,292
1089,201204,2012,4,Cebreiro,793,2779,3572
1090,201204,2012,4,León,670,1526,2196
1091,201204,2012,4,Oporto,962,346,1308
1092,201204,2012,4,Ponferrada,583,2196,2779
1093,201204,2012,4,Resto,4850,0,4850
1094,201204,2012,4,Resto Portugal,346,0,346
1095,201204,2012,4,Roncesvalles,583,943,1526
1096,201204,2012,4,S. Jean P. Port,943,0,943
1097,201204,2012,4,Sarria,3936,3572,7508
1098,201204,2012,4,Tui,602,1789,2391
1099,201204,2012,4,Valença do Minho,481,1308,1789
1100,201205,2012,5,Cebreiro,912,7374,8286
1101,201205,2012,5,Le Puy,606,0,606
1102,201205,2012,5,León,1297,5389,6686
1103,201205,2012,5,Oporto,1247,0,1247
1104,201205,2012,5,Pamplona,676,4713,5389
1105,201205,2012,5,Ponferrada,688,6686,7374
1106,201205,2012,5,Resto,7479,0,7479
1107,201205,2012,5,Roncesvalles,1053,3660,4713
1108,201205,2012,5,S. Jean P. Port,3054,606,3660
1109,201205,2012,5,Sarria,4058,8286,12344
1110,201205,2012,5,Tui,706,1247,1953
1111,201206,2012,6,Astorga,633,7526,8159
1112,201206,2012,6,Cebreiro,1008,9028,10036
1113,201206,2012,6,León,1528,5998,7526
1114,201206,2012,6,Oporto,1065,0,1065
1115,201206,2012,6,Pamplona,735,5263,5998
1116,201206,2012,6,Ponferrada,869,8159,9028
1117,201206,2012,6,Resto,9079,0,9079
1118,201206,2012,6,Roncesvalles,1393,3870,5263
1119,201206,2012,6,S. Jean P. Port,3870,0,3870
1120,201206,2012,6,Sarria,4362,10036,14398
1121,201206,2012,6,Tui,975,1065,2040
1122,201207,2012,7,Astorga,1523,5516,7039
1123,201207,2012,7,Cebreiro,2074,8429,10503
1124,201207,2012,7,León,1522,3994,5516
1125,201207,2012,7,Oporto,867,0,867
1126,201207,2012,7,Oviedo - C.P.,645,0,645
1127,201207,2012,7,Ponferrada,1390,7039,8429
1128,201207,2012,7,Resto,11971,0,11971
1129,201207,2012,7,Roncesvalles,1176,2818,3994
1130,201207,2012,7,S. Jean P. Port,2818,0,2818
1131,201207,2012,7,Sarria,7160,10503,17663
1132,201207,2012,7,Tui,1672,867,2539
1133,201208,2012,8,Astorga,1048,7518,8566
1134,201208,2012,8,Cebreiro,2367,10578,12945
1135,201208,2012,8,Ferrol,1058,0,1058
1136,201208,2012,8,León,2229,5289,7518
1137,201208,2012,8,Oporto,1067,0,1067
1138,201208,2012,8,Ponferrada,2012,8566,10578
1139,201208,2012,8,Resto,14372,0,14372
1140,201208,2012,8,Roncesvalles,1816,3473,5289
1141,201208,2012,8,S. Jean P. Port,3473,0,3473
1142,201208,2012,8,Sarria,9474,12945,22419
1143,201208,2012,8,Tui,2180,1067,3247
1144,201209,2012,9,Astorga,838,5796,6634
1145,201209,2012,9,Cebreiro,1537,7848,9385
1146,201209,2012,9,León,1767,4029,5796
1147,201209,2012,9,Oporto,1093,0,1093
1148,201209,2012,9,Oviedo - C.P.,676,0,676
1149,201209,2012,9,Ponferrada,1214,6634,7848
1150,201209,2012,9,Resto,8929,0,8929
1151,201209,2012,9,Roncesvalles,1146,2883,4029
1152,201209,2012,9,S. Jean P. Port,2883,0,2883
1153,201209,2012,9,Sarria,6074,9385,15459
1154,201209,2012,9,Tui,1164,1093,2257
1155,201210,2012,10,Astorga,486,5912,6398
1156,201210,2012,10,Cebreiro,888,6990,7878
1157,201210,2012,10,León,908,5004,5912
1158,201210,2012,10,Oporto,887,0,887
1159,201210,2012,10,Pamplona,537,4467,5004
1160,201210,2012,10,Ponferrada,592,6398,6990
1161,201210,2012,10,Resto,5353,0,5353
1162,201210,2012,10,Roncesvalles,813,3654,4467
1163,201210,2012,10,S. Jean P. Port,3654,0,3654
1164,201210,2012,10,Sarria,3359,7878,11237
1165,201210,2012,10,Tui,614,887,1501
1166,201211,2012,11,Cebreiro,221,1628,1849
1167,201211,2012,11,Le Puy,113,0,113
1168,201211,2012,11,León,168,1310,1478
1169,201211,2012,11,Oporto,131,0,131
1170,201211,2012,11,Pamplona,100,1210,1310
1171,201211,2012,11,Ponferrada,150,1478,1628
1172,201211,2012,11,Resto,1416,0,1416
1173,201211,2012,11,Roncesvalles,201,1009,1210
1174,201211,2012,11,S. Jean P. Port,896,113,1009
1175,201211,2012,11,Sarria,597,1849,2446
1176,201211,2012,11,Tui,177,131,308
1177,201212,2012,12,Cebreiro,117,411,528
1178,201212,2012,12,Ferrol,55,0,55
1179,201212,2012,12,León,45,309,354
1180,201212,2012,12,Oporto,48,0,48
1181,201212,2012,12,Ponferrada,57,354,411
1182,201212,2012,12,Resto,534,0,534
1183,201212,2012,12,Roncesvalles,88,221,309
1184,201212,2012,12,S. Jean P. Port,221,0,221
1185,201212,2012,12,Sarria,214,528,742
1186,201212,2012,12,Tui,70,82,152
1187,201212,2012,12,Valença do Minho,34,48,82
1188,201301,2013,1,Cebreiro,39,257,296
1189,201301,2013,1,Gudiña,24,0,24
1190,201301,2013,1,León,47,182,229
1191,201301,2013,1,Oporto,34,0,34
1192,201301,2013,1,Pamplona,31,151,182
1193,201301,2013,1,Ponferrada,28,229,257
1194,201301,2013,1,Resto,248,0,248
1195,201301,2013,1,Roncesvalles,31,120,151
1196,201301,2013,1,S. Jean P. Port,120,0,120
1197,201301,2013,1,Sarria,159,296,455
1198,201301,2013,1,Tui,45,34,79
1199,201302,2013,2,Cebreiro,67,250,317
1200,201302,2013,2,León,48,169,217
1201,201302,2013,2,Oporto,63,0,63
1202,201302,2013,2,Ourense,51,0,51
1203,201302,2013,2,Ponferrada,33,217,250
1204,201302,2013,2,Resto,331,0,331
1205,201302,2013,2,Roncesvalles,50,119,169
1206,201302,2013,2,S. Jean P. Port,119,0,119
1207,201302,2013,2,Sarria,478,317,795
1208,201302,2013,2,Tui,96,109,205
1209,201302,2013,2,Valença do Minho,46,63,109
1210,201303,2013,3,Cebreiro,426,942,1368
1211,201303,2013,3,Ferrol,304,0,304
1212,201303,2013,3,León,187,487,674
1213,201303,2013,3,Oporto,261,0,261
1214,201303,2013,3,Ponferrada,268,674,942
1215,201303,2013,3,Resto,1723,0,1723
1216,201303,2013,3,Roncesvalles,215,272,487
1217,201303,2013,3,S. Jean P. Port,272,0,272
1218,201303,2013,3,Sarria,2625,1368,3993
1219,201303,2013,3,Tui,578,630,1208
1220,201303,2013,3,Valença do Minho,369,261,630
1221,201304,2013,4,Cebreiro,500,2713,3213
1222,201304,2013,4,León,565,1730,2295
1223,201304,2013,4,Oporto,827,0,827
1224,201304,2013,4,Pamplona,284,1446,1730
1225,201304,2013,4,Ponferrada,418,2295,2713
1226,201304,2013,4,Resto,3560,0,3560
1227,201304,2013,4,Roncesvalles,413,1033,1446
1228,201304,2013,4,S. Jean P. Port,1033,0,1033
1229,201304,2013,4,Sarria,3270,3213,6483
1230,201304,2013,4,Tui,346,1143,1489
1231,201304,2013,4,Valença do Minho,316,827,1143
1232,201305,2013,5,Astorga,744,6924,7668
1233,201305,2013,5,Cebreiro,972,8509,9481
1234,201305,2013,5,Le Puy,706,0,706
1235,201305,2013,5,León,1374,5550,6924
1236,201305,2013,5,Oporto,1521,0,1521
1237,201305,2013,5,Ponferrada,841,7668,8509
1238,201305,2013,5,Resto,8259,0,8259
1239,201305,2013,5,Roncesvalles,1020,4530,5550
1240,201305,2013,5,S. Jean P. Port,3824,706,4530
1241,201305,2013,5,Sarria,5195,9481,14676
1242,201305,2013,5,Tui,749,1521,2270
1243,201306,2013,6,Astorga,741,8550,9291
1244,201306,2013,6,Cebreiro,1247,10153,11400
1245,201306,2013,6,León,1546,7004,8550
1246,201306,2013,6,Oporto,1360,0,1360
1247,201306,2013,6,Pamplona,662,6342,7004
1248,201306,2013,6,Ponferrada,862,9291,10153
1249,201306,2013,6,Resto,10046,0,10046
1250,201306,2013,6,Roncesvalles,1461,4881,6342
1251,201306,2013,6,S. Jean P. Port,4881,0,4881
1252,201306,2013,6,Sarria,5627,11400,17027
1253,201306,2013,6,Tui,941,1360,2301
1254,201307,2013,7,Astorga,1566,6429,7995
1255,201307,2013,7,Cebreiro,2102,9465,11567
1256,201307,2013,7,León,1590,4839,6429
1257,201307,2013,7,Oporto,1150,0,1150
1258,201307,2013,7,Ponferrada,1470,7995,9465
1259,201307,2013,7,Resto,12208,0,12208
1260,201307,2013,7,Roncesvalles,1158,3681,4839
1261,201307,2013,7,S. Jean P. Port,3681,0,3681
1262,201307,2013,7,Sarria,8855,11567,20422
1263,201307,2013,7,Tui,1959,1970,3929
1264,201307,2013,7,Valença do Minho,820,1150,1970
1265,201308,2013,8,Cebreiro,2735,9852,12587
1266,201308,2013,8,Ferrol,1160,0,1160
1267,201308,2013,8,León,2299,5331,7630
1268,201308,2013,8,Oporto,1294,0,1294
1269,201308,2013,8,Oviedo - C.P.,1160,0,1160
1270,201308,2013,8,Ponferrada,2222,7630,9852
1271,201308,2013,8,Resto,15476,0,15476
1272,201308,2013,8,Roncesvalles,1645,3686,5331
1273,201308,2013,8,S. Jean P. Port,3686,0,3686
1274,201308,2013,8,Sarria,12557,12587,25144
1275,201308,2013,8,Tui,2492,1294,3786
1276,201309,2013,9,Astorga,880,6354,7234
1277,201309,2013,9,Cebreiro,1487,8621,10108
1278,201309,2013,9,León,1896,4458,6354
1279,201309,2013,9,Oporto,1388,0,1388
1280,201309,2013,9,Oviedo - C.P.,719,0,719
1281,201309,2013,9,Ponferrada,1387,7234,8621
1282,201309,2013,9,Resto,9384,0,9384
1283,201309,2013,9,Roncesvalles,1143,3315,4458
1284,201309,2013,9,S. Jean P. Port,3315,0,3315
1285,201309,2013,9,Sarria,7845,10108,17953
1286,201309,2013,9,Tui,1450,1388,2838
1287,201310,2013,10,Cebreiro,797,7692,8489
1288,201310,2013,10,Le Puy,460,0,460
1289,201310,2013,10,León,916,6191,7107
1290,201310,2013,10,Oporto,791,0,791
1291,201310,2013,10,Pamplona,511,5680,6191
1292,201310,2013,10,Ponferrada,585,7107,7692
1293,201310,2013,10,Resto,5590,0,5590
1294,201310,2013,10,Roncesvalles,824,4856,5680
1295,201310,2013,10,S. Jean P. Port,4396,460,4856
1296,201310,2013,10,Sarria,4175,8489,12664
1297,201310,2013,10,Tui,562,791,1353
1298,201311,2013,11,Cebreiro,222,1722,1944
1299,201311,2013,11,León,225,1307,1532
1300,201311,2013,11,Oporto,121,0,121
1301,201311,2013,11,Ourense,175,0,175
1302,201311,2013,11,Pamplona,121,1186,1307
1303,201311,2013,11,Ponferrada,190,1532,1722
1304,201311,2013,11,Resto,1538,0,1538
1305,201311,2013,11,Roncesvalles,176,1010,1186
1306,201311,2013,11,S. Jean P. Port,1010,0,1010
1307,201311,2013,11,Sarria,1027,1944,2971
1308,201311,2013,11,Tui,102,121,223
1309,201312,2013,12,Cebreiro,130,534,664
1310,201312,2013,12,León,49,365,414
1311,201312,2013,12,Lugo - C.P.,44,0,44
1312,201312,2013,12,Oporto,49,0,49
1313,201312,2013,12,Ponferrada,61,473,534
1314,201312,2013,12,Resto,577,0,577
1315,201312,2013,12,Roncesvalles,132,233,365
1316,201312,2013,12,S. Jean P. Port,233,0,233
1317,201312,2013,12,Sarria,250,664,914
1318,201312,2013,12,Sevilla,59,0,59
1319,201312,2013,12,Tui,75,49,124
1320,201401,2014,1,Cebreiro,39,266,305
1321,201401,2014,1,Ferrol,32,0,32
1322,201401,2014,1,León,50,185,235
1323,201401,2014,1,Oporto,51,0,51
1324,201401,2014,1,Pamplona,24,161,185
1325,201401,2014,1,Ponferrada,31,235,266
1326,201401,2014,1,Resto,260,0,260
1327,201401,2014,1,Roncesvalles,34,127,161
1328,201401,2014,1,S. Jean P. Port,127,0,127
1329,201401,2014,1,Sarria,212,305,517
1330,201401,2014,1,Tui,46,51,97
1331,201402,2014,2,León,41,216,257
1332,201402,2014,2,Oporto,30,0,30
1333,201402,2014,2,Pamplona,35,181,216
1334,201402,2014,2,Ponferrada,39,298,337
1335,201402,2014,2,Resto,265,0,265
1336,201402,2014,2,Roncesvalles,53,128,181
1337,201402,2014,2,S. Jean P. Port,128,0,128
1338,201402,2014,2,Sarria,269,337,606
1339,201402,2014,2,Sevilla,41,0,41
1340,201402,2014,2,Tui,32,67,99
1341,201402,2014,2,Valença do Minho,37,30,67
1342,201403,2014,3,Cebreiro,103,706,809
1343,201403,2014,3,Ferrol,121,0,121
1344,201403,2014,3,León,172,407,579
1345,201403,2014,3,Nájera,107,300,407
1346,201403,2014,3,Oporto,252,0,252
1347,201403,2014,3,Ponferrada,127,579,706
1348,201403,2014,3,Resto,1011,0,1011
1349,201403,2014,3,Roncesvalles,81,219,300
1350,201403,2014,3,S. Jean P. Port,219,0,219
1351,201403,2014,3,Sarria,845,809,1654
1352,201403,2014,3,Tui,112,252,364
1353,201404,2014,4,Cebreiro,841,2935,3776
1354,201404,2014,4,Ferrol,497,0,497
1355,201404,2014,4,León,675,1761,2436
1356,201404,2014,4,Oporto,1000,0,1000
1357,201404,2014,4,Ponferrada,499,2436,2935
1358,201404,2014,4,Resto,5031,0,5031
1359,201404,2014,4,Roncesvalles,473,1288,1761
1360,201404,2014,4,S. Jean P. Port,1288,0,1288
1361,201404,2014,4,Sarria,5457,3776,9233
1362,201404,2014,4,Tui,956,1630,2586
1363,201404,2014,4,Valença do Minho,630,1000,1630
1364,201405,2014,5,Cebreiro,1014,8608,9622
1365,201405,2014,5,Le Puy,674,0,674
1366,201405,2014,5,León,1444,6316,7760
1367,201405,2014,5,Oporto,1778,0,1778
1368,201405,2014,5,Pamplona,686,5630,6316
1369,201405,2014,5,Ponferrada,848,7760,8608
1370,201405,2014,5,Resto,8975,0,8975
1371,201405,2014,5,Roncesvalles,1012,4618,5630
1372,201405,2014,5,S. Jean P. Port,3944,674,4618
1373,201405,2014,5,Sarria,6007,9622,15629
1374,201405,2014,5,Tui,972,1778,2750
1375,201406,2014,6,Astorga,797,8515,9312
1376,201406,2014,6,Cebreiro,1136,10220,11356
1377,201406,2014,6,Ferrol,800,0,800
1378,201406,2014,6,León,1724,6791,8515
1379,201406,2014,6,Oporto,1491,0,1491
1380,201406,2014,6,Ponferrada,908,9312,10220
1381,201406,2014,6,Resto,11251,0,11251
1382,201406,2014,6,Roncesvalles,1391,5400,6791
1383,201406,2014,6,S. Jean P. Port,5400,0,5400
1384,201406,2014,6,Sarria,6790,11356,18146
1385,201406,2014,6,Tui,1333,1491,2824
1386,201407,2014,7,Astorga,1390,6688,8078
1387,201407,2014,7,Cebreiro,1985,9590,11575
1388,201407,2014,7,Ferrol,1421,0,1421
1389,201407,2014,7,León,1599,5089,6688
1390,201407,2014,7,Oporto,1378,0,1378
1391,201407,2014,7,Ponferrada,1512,8078,9590
1392,201407,2014,7,Resto,12960,0,12960
1393,201407,2014,7,Roncesvalles,1107,3982,5089
1394,201407,2014,7,S. Jean P. Port,3982,0,3982
1395,201407,2014,7,Sarria,10011,11575,21586
1396,201407,2014,7,Tui,2236,1378,3614
1397,201408,2014,8,Cebreiro,2764,10273,13037
1398,201408,2014,8,Ferrol,1888,0,1888
1399,201408,2014,8,León,2616,5597,8213
1400,201408,2014,8,Oporto,1438,0,1438
1401,201408,2014,8,Oviedo - C.P.,1276,0,1276
1402,201408,2014,8,Ponferrada,2060,8213,10273
1403,201408,2014,8,Resto,16586,0,16586
1404,201408,2014,8,Roncesvalles,1632,3965,5597
1405,201408,2014,8,S. Jean P. Port,3965,0,3965
1406,201408,2014,8,Sarria,13792,13037,26829
1407,201408,2014,8,Tui,3201,1438,4639
1408,201409,2014,9,Astorga,918,6845,7763
1409,201409,2014,9,Cebreiro,1328,8903,10231
1410,201409,2014,9,Ferrol,898,0,898
1411,201409,2014,9,León,1931,4914,6845
1412,201409,2014,9,Oporto,1911,0,1911
1413,201409,2014,9,Ponferrada,1140,7763,8903
1414,201409,2014,9,Resto,10897,0,10897
1415,201409,2014,9,Roncesvalles,1064,3850,4914
1416,201409,2014,9,S. Jean P. Port,3850,0,3850
1417,201409,2014,9,Sarria,8850,10231,19081
1418,201409,2014,9,Tui,1670,1911,3581
