ID_Node,Origen,ID,Anho,Mes,Total,Total_Origen_Incoming,Total_Origin_Cumulative
28,Sevilla,200708,2007,8,0.0,0.0,0.0
29,Pamplona,200708,2007,8,734.0,4932.0,5666.0
30,Burgos,200708,2007,8,629.0,5666.0,6295.0
31,A Coruña,200708,2007,8,0.0,0.0,0.0
32,Alemania,200708,2007,8,0.0,0.0,0.0
33,Barcelona,200708,2007,8,0.0,0.0,0.0
34,Bélgica,200708,2007,8,0.0,0.0,0.0
35,Braga,200708,2007,8,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200708,2007,8,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200708,2007,8,0.0,0.0,0.0
38,Estella,200708,2007,8,0.0,5666.0,5666.0
39,Finisterra,200708,2007,8,0.0,0.0,0.0
40,Fonsagrada - C.P.,200708,2007,8,0.0,0.0,0.0
41,Francia - C.F.,200708,2007,8,0.0,0.0,0.0
42,Gijón,200708,2007,8,0.0,0.0,0.0
43,Gudiña,200708,2007,8,0.0,0.0,0.0
44,Laza,200708,2007,8,0.0,0.0,0.0
45,Logroño,200708,2007,8,0.0,5666.0,5666.0
46,Lourdes,200708,2007,8,0.0,0.0,0.0
47,Madrid - C.F.,200708,2007,8,0.0,0.0,0.0
48,Madrid - V.P.,200708,2007,8,0.0,0.0,0.0
49,Mérida,200708,2007,8,0.0,0.0,0.0
50,Mondoñedo,200708,2007,8,0.0,0.0,0.0
51,Monforte de Lemos,200708,2007,8,0.0,0.0,0.0
52,Montserrat,200708,2007,8,0.0,0.0,0.0
53,Muxia,200708,2007,8,0.0,0.0,0.0
54,Nájera,200708,2007,8,0.0,5666.0,5666.0
55,O Barco de Valdeorras,200708,2007,8,0.0,0.0,0.0
56,Ponferrada. C.Inv.,200708,2007,8,0.0,0.0,0.0
57,Ponte de Lima,200708,2007,8,0.0,0.0,0.0
58,Republica Checa,200708,2007,8,0.0,0.0,0.0
59,Resto,200708,2007,8,7993.0,0.0,7993.0
60,Resto Asturias - C.N,200708,2007,8,0.0,0.0,0.0
61,Resto C. León C.F.,200708,2007,8,0.0,0.0,0.0
62,Resto de Galicia,200708,2007,8,0.0,0.0,0.0
63,Resto de Portugal,200708,2007,8,0.0,0.0,0.0
64,Resto Galicia,200708,2007,8,0.0,0.0,0.0
65,Resto Portugal,200708,2007,8,0.0,0.0,0.0
66,Sahagún,200708,2007,8,0.0,6295.0,6295.0
67,Samos,200708,2007,8,0.0,0.0,0.0
68,San Sebastián,200708,2007,8,0.0,0.0,0.0
69,Santander,200708,2007,8,0.0,0.0,0.0
70,Somport,200708,2007,8,0.0,0.0,0.0
71,Vega de Valcarce,200708,2007,8,0.0,11131.0,11131.0
72,Verín,200708,2007,8,0.0,0.0,0.0
73,Vezelay,200708,2007,8,0.0,0.0,0.0
74,Viana do Castelo,200708,2007,8,0.0,0.0,0.0
75,Villafranca del Bierzo,200708,2007,8,0.0,11131.0,11131.0
0,Catedral Santiago de Compostela,200709,2007,9,0.0,15282.0,15282.0
1,Sarria,200709,2007,9,2593.0,8149.0,10742.0
2,Tui,200709,2007,9,0.0,0.0,0.0
3,S. Jean P. Port,200709,2007,9,1936.0,438.0,2374.0
4,Ferrol,200709,2007,9,0.0,0.0,0.0
5,Oporto,200709,2007,9,0.0,0.0,0.0
6,Cebreiro,200709,2007,9,962.0,7187.0,8149.0
7,Ribadeo,200709,2007,9,0.0,0.0,0.0
8,Valença do Minho,200709,2007,9,0.0,0.0,0.0
9,Roncesvalles,200709,2007,9,1154.0,2374.0,3528.0
10,Oviedo - C.P.,200709,2007,9,0.0,0.0,0.0
11,Vigo,200709,2007,9,0.0,0.0,0.0
12,Ponte de sa,200709,2007,9,0.0,0.0,0.0
13,Oporto Costa,200709,2007,9,0.0,0.0,0.0
14,Ourense,200709,2007,9,0.0,0.0,0.0
15,Lisboa,200709,2007,9,0.0,0.0,0.0
16,León,200709,2007,9,1130.0,4470.0,5600.0
17,A Guarda,200709,2007,9,0.0,0.0,0.0
18,Corrubedo,200709,2007,9,0.0,0.0,0.0
19,Ponferrada,200709,2007,9,886.0,6301.0,7187.0
20,Le Puy,200709,2007,9,438.0,0.0,438.0
21,Lugo - C.P.,200709,2007,9,0.0,0.0,0.0
22,Baiona,200709,2007,9,0.0,0.0,0.0
23,Vilalba,200709,2007,9,0.0,0.0,0.0
24,Irún,200709,2007,9,0.0,0.0,0.0
25,Astorga,200709,2007,9,701.0,5600.0,6301.0
26,Porriño,200709,2007,9,0.0,0.0,0.0
27,Triacastela,200709,2007,9,0.0,8149.0,8149.0
28,Sevilla,200709,2007,9,0.0,0.0,0.0
29,Pamplona,200709,2007,9,531.0,3528.0,4059.0
30,Burgos,200709,2007,9,411.0,4059.0,4470.0
31,A Coruña,200709,2007,9,0.0,0.0,0.0
32,Alemania,200709,2007,9,0.0,0.0,0.0
33,Barcelona,200709,2007,9,0.0,0.0,0.0
34,Bélgica,200709,2007,9,0.0,0.0,0.0
35,Braga,200709,2007,9,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200709,2007,9,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200709,2007,9,0.0,0.0,0.0
38,Estella,200709,2007,9,0.0,4059.0,4059.0
39,Finisterra,200709,2007,9,0.0,0.0,0.0
40,Fonsagrada - C.P.,200709,2007,9,0.0,0.0,0.0
41,Francia - C.F.,200709,2007,9,0.0,0.0,0.0
42,Gijón,200709,2007,9,0.0,0.0,0.0
43,Gudiña,200709,2007,9,0.0,0.0,0.0
44,Laza,200709,2007,9,0.0,0.0,0.0
45,Logroño,200709,2007,9,0.0,4059.0,4059.0
46,Lourdes,200709,2007,9,0.0,0.0,0.0
47,Madrid - C.F.,200709,2007,9,0.0,0.0,0.0
48,Madrid - V.P.,200709,2007,9,0.0,0.0,0.0
49,Mérida,200709,2007,9,0.0,0.0,0.0
50,Mondoñedo,200709,2007,9,0.0,0.0,0.0
51,Monforte de Lemos,200709,2007,9,0.0,0.0,0.0
52,Montserrat,200709,2007,9,0.0,0.0,0.0
53,Muxia,200709,2007,9,0.0,0.0,0.0
54,Nájera,200709,2007,9,0.0,4059.0,4059.0
55,O Barco de Valdeorras,200709,2007,9,0.0,0.0,0.0
56,Ponferrada. C.Inv.,200709,2007,9,0.0,0.0,0.0
57,Ponte de Lima,200709,2007,9,0.0,0.0,0.0
58,Republica Checa,200709,2007,9,0.0,0.0,0.0
59,Resto,200709,2007,9,4540.0,0.0,4540.0
60,Resto Asturias - C.N,200709,2007,9,0.0,0.0,0.0
61,Resto C. León C.F.,200709,2007,9,0.0,0.0,0.0
62,Resto de Galicia,200709,2007,9,0.0,0.0,0.0
63,Resto de Portugal,200709,2007,9,0.0,0.0,0.0
64,Resto Galicia,200709,2007,9,0.0,0.0,0.0
65,Resto Portugal,200709,2007,9,0.0,0.0,0.0
66,Sahagún,200709,2007,9,0.0,4470.0,4470.0
67,Samos,200709,2007,9,0.0,0.0,0.0
68,San Sebastián,200709,2007,9,0.0,0.0,0.0
69,Santander,200709,2007,9,0.0,0.0,0.0
70,Somport,200709,2007,9,0.0,0.0,0.0
71,Vega de Valcarce,200709,2007,9,0.0,7187.0,7187.0
72,Verín,200709,2007,9,0.0,0.0,0.0
73,Vezelay,200709,2007,9,0.0,0.0,0.0
74,Viana do Castelo,200709,2007,9,0.0,0.0,0.0
75,Villafranca del Bierzo,200709,2007,9,0.0,7187.0,7187.0
0,Catedral Santiago de Compostela,200710,2007,10,0.0,9443.0,9443.0
1,Sarria,200710,2007,10,1358.0,5397.0,6755.0
2,Tui,200710,2007,10,0.0,0.0,0.0
3,S. Jean P. Port,200710,2007,10,1804.0,622.0,2426.0
4,Ferrol,200710,2007,10,0.0,0.0,0.0
5,Oporto,200710,2007,10,0.0,0.0,0.0
6,Cebreiro,200710,2007,10,513.0,4884.0,5397.0
7,Ribadeo,200710,2007,10,0.0,0.0,0.0
8,Valença do Minho,200710,2007,10,0.0,0.0,0.0
9,Roncesvalles,200710,2007,10,772.0,2426.0,3198.0
10,Oviedo - C.P.,200710,2007,10,0.0,0.0,0.0
11,Vigo,200710,2007,10,0.0,0.0,0.0
12,Ponte de sa,200710,2007,10,0.0,0.0,0.0
13,Oporto Costa,200710,2007,10,0.0,0.0,0.0
14,Ourense,200710,2007,10,0.0,0.0,0.0
15,Lisboa,200710,2007,10,0.0,0.0,0.0
16,León,200710,2007,10,589.0,3540.0,4129.0
17,A Guarda,200710,2007,10,0.0,0.0,0.0
18,Corrubedo,200710,2007,10,0.0,0.0,0.0
19,Ponferrada,200710,2007,10,393.0,4491.0,4884.0
20,Le Puy,200710,2007,10,393.0,0.0,393.0
21,Lugo - C.P.,200710,2007,10,0.0,0.0,0.0
22,Baiona,200710,2007,10,0.0,0.0,0.0
23,Vilalba,200710,2007,10,0.0,0.0,0.0
24,Irún,200710,2007,10,0.0,0.0,0.0
25,Astorga,200710,2007,10,362.0,4129.0,4491.0
26,Porriño,200710,2007,10,0.0,0.0,0.0
27,Triacastela,200710,2007,10,0.0,5397.0,5397.0
28,Sevilla,200710,2007,10,0.0,0.0,0.0
29,Pamplona,200710,2007,10,342.0,3198.0,3540.0
30,Burgos,200710,2007,10,0.0,3540.0,3540.0
31,A Coruña,200710,2007,10,0.0,0.0,0.0
32,Alemania,200710,2007,10,0.0,0.0,0.0
33,Barcelona,200710,2007,10,0.0,0.0,0.0
34,Bélgica,200710,2007,10,0.0,0.0,0.0
35,Braga,200710,2007,10,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200710,2007,10,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200710,2007,10,0.0,0.0,0.0
38,Estella,200710,2007,10,0.0,3540.0,3540.0
39,Finisterra,200710,2007,10,0.0,0.0,0.0
40,Fonsagrada - C.P.,200710,2007,10,0.0,0.0,0.0
41,Francia - C.F.,200710,2007,10,229.0,0.0,229.0
42,Gijón,200710,2007,10,0.0,0.0,0.0
43,Gudiña,200710,2007,10,0.0,0.0,0.0
44,Laza,200710,2007,10,0.0,0.0,0.0
45,Logroño,200710,2007,10,0.0,3540.0,3540.0
46,Lourdes,200710,2007,10,0.0,0.0,0.0
47,Madrid - C.F.,200710,2007,10,0.0,0.0,0.0
48,Madrid - V.P.,200710,2007,10,0.0,0.0,0.0
49,Mérida,200710,2007,10,0.0,0.0,0.0
50,Mondoñedo,200710,2007,10,0.0,0.0,0.0
51,Monforte de Lemos,200710,2007,10,0.0,0.0,0.0
52,Montserrat,200710,2007,10,0.0,0.0,0.0
53,Muxia,200710,2007,10,0.0,0.0,0.0
54,Nájera,200710,2007,10,0.0,3540.0,3540.0
55,O Barco de Valdeorras,200710,2007,10,0.0,0.0,0.0
56,Ponferrada. C.Inv.,200710,2007,10,0.0,0.0,0.0
57,Ponte de Lima,200710,2007,10,0.0,0.0,0.0
58,Republica Checa,200710,2007,10,0.0,0.0,0.0
59,Resto,200710,2007,10,2688.0,0.0,2688.0
60,Resto Asturias - C.N,200710,2007,10,0.0,0.0,0.0
61,Resto C. León C.F.,200710,2007,10,0.0,0.0,0.0
62,Resto de Galicia,200710,2007,10,0.0,0.0,0.0
63,Resto de Portugal,200710,2007,10,0.0,0.0,0.0
64,Resto Galicia,200710,2007,10,0.0,0.0,0.0
65,Resto Portugal,200710,2007,10,0.0,0.0,0.0
66,Sahagún,200710,2007,10,0.0,3540.0,3540.0
67,Samos,200710,2007,10,0.0,0.0,0.0
68,San Sebastián,200710,2007,10,0.0,0.0,0.0
69,Santander,200710,2007,10,0.0,0.0,0.0
70,Somport,200710,2007,10,0.0,0.0,0.0
71,Vega de Valcarce,200710,2007,10,0.0,4884.0,4884.0
72,Verín,200710,2007,10,0.0,0.0,0.0
73,Vezelay,200710,2007,10,0.0,0.0,0.0
74,Viana do Castelo,200710,2007,10,0.0,0.0,0.0
75,Villafranca del Bierzo,200710,2007,10,0.0,4884.0,4884.0
0,Catedral Santiago de Compostela,200711,2007,11,0.0,2496.0,2496.0
1,Sarria,200711,2007,11,458.0,1065.0,1523.0
2,Tui,200711,2007,11,0.0,95.0,95.0
3,S. Jean P. Port,200711,2007,11,390.0,92.0,482.0
4,Ferrol,200711,2007,11,0.0,0.0,0.0
5,Oporto,200711,2007,11,95.0,0.0,95.0
6,Cebreiro,200711,2007,11,115.0,950.0,1065.0
7,Ribadeo,200711,2007,11,0.0,0.0,0.0
8,Valença do Minho,200711,2007,11,0.0,95.0,95.0
9,Roncesvalles,200711,2007,11,215.0,482.0,697.0
10,Oviedo - C.P.,200711,2007,11,73.0,0.0,73.0
11,Vigo,200711,2007,11,0.0,0.0,0.0
12,Ponte de sa,200711,2007,11,0.0,0.0,0.0
13,Oporto Costa,200711,2007,11,0.0,0.0,0.0
14,Ourense,200711,2007,11,0.0,0.0,0.0
15,Lisboa,200711,2007,11,0.0,0.0,0.0
16,León,200711,2007,11,87.0,774.0,861.0
17,A Guarda,200711,2007,11,0.0,0.0,0.0
18,Corrubedo,200711,2007,11,0.0,0.0,0.0
19,Ponferrada,200711,2007,11,89.0,861.0,950.0
20,Le Puy,200711,2007,11,92.0,0.0,92.0
21,Lugo - C.P.,200711,2007,11,0.0,73.0,73.0
22,Baiona,200711,2007,11,0.0,0.0,0.0
23,Vilalba,200711,2007,11,0.0,0.0,0.0
24,Irún,200711,2007,11,0.0,0.0,0.0
25,Astorga,200711,2007,11,0.0,861.0,861.0
26,Porriño,200711,2007,11,0.0,95.0,95.0
27,Triacastela,200711,2007,11,0.0,1065.0,1065.0
28,Sevilla,200711,2007,11,0.0,0.0,0.0
29,Pamplona,200711,2007,11,77.0,697.0,774.0
30,Burgos,200711,2007,11,0.0,774.0,774.0
31,A Coruña,200711,2007,11,0.0,0.0,0.0
32,Alemania,200711,2007,11,0.0,0.0,0.0
33,Barcelona,200711,2007,11,0.0,0.0,0.0
34,Bélgica,200711,2007,11,0.0,0.0,0.0
35,Braga,200711,2007,11,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200711,2007,11,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200711,2007,11,0.0,0.0,0.0
38,Estella,200711,2007,11,0.0,774.0,774.0
39,Finisterra,200711,2007,11,0.0,0.0,0.0
40,Fonsagrada - C.P.,200711,2007,11,0.0,73.0,73.0
41,Francia - C.F.,200711,2007,11,0.0,0.0,0.0
42,Gijón,200711,2007,11,0.0,0.0,0.0
43,Gudiña,200711,2007,11,0.0,0.0,0.0
44,Laza,200711,2007,11,0.0,0.0,0.0
45,Logroño,200711,2007,11,0.0,774.0,774.0
46,Lourdes,200711,2007,11,0.0,0.0,0.0
47,Madrid - C.F.,200711,2007,11,0.0,0.0,0.0
48,Madrid - V.P.,200711,2007,11,0.0,0.0,0.0
49,Mérida,200711,2007,11,0.0,0.0,0.0
50,Mondoñedo,200711,2007,11,0.0,0.0,0.0
51,Monforte de Lemos,200711,2007,11,0.0,0.0,0.0
52,Montserrat,200711,2007,11,0.0,0.0,0.0
53,Muxia,200711,2007,11,0.0,0.0,0.0
54,Nájera,200711,2007,11,0.0,774.0,774.0
55,O Barco de Valdeorras,200711,2007,11,0.0,0.0,0.0
56,Ponferrada. C.Inv.,200711,2007,11,0.0,0.0,0.0
57,Ponte de Lima,200711,2007,11,0.0,95.0,95.0
58,Republica Checa,200711,2007,11,0.0,0.0,0.0
59,Resto,200711,2007,11,805.0,0.0,805.0
60,Resto Asturias - C.N,200711,2007,11,0.0,0.0,0.0
61,Resto C. León C.F.,200711,2007,11,0.0,0.0,0.0
62,Resto de Galicia,200711,2007,11,0.0,0.0,0.0
63,Resto de Portugal,200711,2007,11,0.0,0.0,0.0
64,Resto Galicia,200711,2007,11,0.0,0.0,0.0
65,Resto Portugal,200711,2007,11,0.0,0.0,0.0
66,Sahagún,200711,2007,11,0.0,774.0,774.0
67,Samos,200711,2007,11,0.0,0.0,0.0
68,San Sebastián,200711,2007,11,0.0,0.0,0.0
69,Santander,200711,2007,11,0.0,0.0,0.0
70,Somport,200711,2007,11,0.0,0.0,0.0
71,Vega de Valcarce,200711,2007,11,0.0,950.0,950.0
72,Verín,200711,2007,11,0.0,0.0,0.0
73,Vezelay,200711,2007,11,0.0,0.0,0.0
74,Viana do Castelo,200711,2007,11,0.0,0.0,0.0
75,Villafranca del Bierzo,200711,2007,11,0.0,950.0,950.0
0,Catedral Santiago de Compostela,200712,2007,12,0.0,795.0,795.0
1,Sarria,200712,2007,12,132.0,345.0,477.0
2,Tui,200712,2007,12,20.0,0.0,20.0
3,S. Jean P. Port,200712,2007,12,77.0,0.0,77.0
4,Ferrol,200712,2007,12,0.0,0.0,0.0
5,Oporto,200712,2007,12,0.0,0.0,0.0
6,Cebreiro,200712,2007,12,92.0,253.0,345.0
7,Ribadeo,200712,2007,12,30.0,0.0,30.0
8,Valença do Minho,200712,2007,12,0.0,0.0,0.0
9,Roncesvalles,200712,2007,12,62.0,77.0,139.0
10,Oviedo - C.P.,200712,2007,12,0.0,0.0,0.0
11,Vigo,200712,2007,12,0.0,0.0,0.0
12,Ponte de sa,200712,2007,12,0.0,30.0,30.0
13,Oporto Costa,200712,2007,12,0.0,0.0,0.0
14,Ourense,200712,2007,12,0.0,0.0,0.0
15,Lisboa,200712,2007,12,0.0,0.0,0.0
16,León,200712,2007,12,34.0,139.0,173.0
17,A Guarda,200712,2007,12,0.0,0.0,0.0
18,Corrubedo,200712,2007,12,0.0,0.0,0.0
19,Ponferrada,200712,2007,12,24.0,202.0,226.0
20,Le Puy,200712,2007,12,0.0,0.0,0.0
21,Lugo - C.P.,200712,2007,12,0.0,0.0,0.0
22,Baiona,200712,2007,12,0.0,0.0,0.0
23,Vilalba,200712,2007,12,0.0,30.0,30.0
24,Irún,200712,2007,12,0.0,0.0,0.0
25,Astorga,200712,2007,12,29.0,173.0,202.0
26,Porriño,200712,2007,12,0.0,20.0,20.0
27,Triacastela,200712,2007,12,0.0,345.0,345.0
28,Sevilla,200712,2007,12,0.0,0.0,0.0
29,Pamplona,200712,2007,12,0.0,139.0,139.0
30,Burgos,200712,2007,12,0.0,139.0,139.0
31,A Coruña,200712,2007,12,0.0,0.0,0.0
32,Alemania,200712,2007,12,0.0,0.0,0.0
33,Barcelona,200712,2007,12,0.0,0.0,0.0
34,Bélgica,200712,2007,12,0.0,0.0,0.0
35,Braga,200712,2007,12,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200712,2007,12,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200712,2007,12,0.0,0.0,0.0
38,Estella,200712,2007,12,0.0,139.0,139.0
39,Finisterra,200712,2007,12,0.0,0.0,0.0
40,Fonsagrada - C.P.,200712,2007,12,0.0,0.0,0.0
41,Francia - C.F.,200712,2007,12,0.0,0.0,0.0
42,Gijón,200712,2007,12,0.0,0.0,0.0
43,Gudiña,200712,2007,12,0.0,0.0,0.0
44,Laza,200712,2007,12,0.0,0.0,0.0
45,Logroño,200712,2007,12,0.0,139.0,139.0
46,Lourdes,200712,2007,12,0.0,0.0,0.0
47,Madrid - C.F.,200712,2007,12,0.0,0.0,0.0
48,Madrid - V.P.,200712,2007,12,0.0,0.0,0.0
49,Mérida,200712,2007,12,0.0,0.0,0.0
50,Mondoñedo,200712,2007,12,0.0,30.0,30.0
51,Monforte de Lemos,200712,2007,12,0.0,0.0,0.0
52,Montserrat,200712,2007,12,0.0,0.0,0.0
53,Muxia,200712,2007,12,0.0,0.0,0.0
54,Nájera,200712,2007,12,0.0,139.0,139.0
55,O Barco de Valdeorras,200712,2007,12,0.0,0.0,0.0
56,Ponferrada. C.Inv.,200712,2007,12,0.0,0.0,0.0
57,Ponte de Lima,200712,2007,12,0.0,0.0,0.0
58,Republica Checa,200712,2007,12,0.0,0.0,0.0
59,Resto,200712,2007,12,268.0,0.0,268.0
60,Resto Asturias - C.N,200712,2007,12,0.0,0.0,0.0
61,Resto C. León C.F.,200712,2007,12,0.0,0.0,0.0
62,Resto de Galicia,200712,2007,12,0.0,0.0,0.0
63,Resto de Portugal,200712,2007,12,0.0,0.0,0.0
64,Resto Galicia,200712,2007,12,0.0,0.0,0.0
65,Resto Portugal,200712,2007,12,0.0,0.0,0.0
66,Sahagún,200712,2007,12,0.0,139.0,139.0
67,Samos,200712,2007,12,0.0,0.0,0.0
68,San Sebastián,200712,2007,12,0.0,0.0,0.0
69,Santander,200712,2007,12,0.0,0.0,0.0
70,Somport,200712,2007,12,0.0,0.0,0.0
71,Vega de Valcarce,200712,2007,12,0.0,253.0,253.0
72,Verín,200712,2007,12,0.0,0.0,0.0
73,Vezelay,200712,2007,12,0.0,0.0,0.0
74,Viana do Castelo,200712,2007,12,0.0,0.0,0.0
75,Villafranca del Bierzo,200712,2007,12,27.0,226.0,253.0
0,Catedral Santiago de Compostela,200801,2008,1,0.0,306.0,306.0
1,Sarria,200801,2008,1,56.0,147.0,203.0
2,Tui,200801,2008,1,0.0,11.0,11.0
3,S. Jean P. Port,200801,2008,1,20.0,0.0,20.0
4,Ferrol,200801,2008,1,0.0,0.0,0.0
5,Oporto,200801,2008,1,11.0,0.0,11.0
6,Cebreiro,200801,2008,1,26.0,121.0,147.0
7,Ribadeo,200801,2008,1,0.0,0.0,0.0
8,Valença do Minho,200801,2008,1,0.0,11.0,11.0
9,Roncesvalles,200801,2008,1,18.0,20.0,38.0
10,Oviedo - C.P.,200801,2008,1,0.0,0.0,0.0
11,Vigo,200801,2008,1,0.0,0.0,0.0
12,Ponte de sa,200801,2008,1,0.0,0.0,0.0
13,Oporto Costa,200801,2008,1,0.0,0.0,0.0
14,Ourense,200801,2008,1,0.0,0.0,0.0
15,Lisboa,200801,2008,1,0.0,0.0,0.0
16,León,200801,2008,1,18.0,60.0,78.0
17,A Guarda,200801,2008,1,0.0,0.0,0.0
18,Corrubedo,200801,2008,1,0.0,0.0,0.0
19,Ponferrada,200801,2008,1,25.0,96.0,121.0
20,Le Puy,200801,2008,1,0.0,0.0,0.0
21,Lugo - C.P.,200801,2008,1,0.0,0.0,0.0
22,Baiona,200801,2008,1,0.0,0.0,0.0
23,Vilalba,200801,2008,1,0.0,0.0,0.0
24,Irún,200801,2008,1,0.0,0.0,0.0
25,Astorga,200801,2008,1,18.0,78.0,96.0
26,Porriño,200801,2008,1,0.0,11.0,11.0
27,Triacastela,200801,2008,1,0.0,147.0,147.0
28,Sevilla,200801,2008,1,0.0,0.0,0.0
29,Pamplona,200801,2008,1,10.0,38.0,48.0
30,Burgos,200801,2008,1,12.0,48.0,60.0
31,A Coruña,200801,2008,1,0.0,0.0,0.0
32,Alemania,200801,2008,1,0.0,0.0,0.0
33,Barcelona,200801,2008,1,0.0,0.0,0.0
34,Bélgica,200801,2008,1,0.0,0.0,0.0
35,Braga,200801,2008,1,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200801,2008,1,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200801,2008,1,0.0,0.0,0.0
38,Estella,200801,2008,1,0.0,48.0,48.0
39,Finisterra,200801,2008,1,0.0,0.0,0.0
40,Fonsagrada - C.P.,200801,2008,1,0.0,0.0,0.0
41,Francia - C.F.,200801,2008,1,0.0,0.0,0.0
42,Gijón,200801,2008,1,0.0,0.0,0.0
43,Gudiña,200801,2008,1,0.0,0.0,0.0
44,Laza,200801,2008,1,0.0,0.0,0.0
45,Logroño,200801,2008,1,0.0,48.0,48.0
46,Lourdes,200801,2008,1,0.0,0.0,0.0
47,Madrid - C.F.,200801,2008,1,0.0,0.0,0.0
48,Madrid - V.P.,200801,2008,1,0.0,0.0,0.0
49,Mérida,200801,2008,1,0.0,0.0,0.0
50,Mondoñedo,200801,2008,1,0.0,0.0,0.0
51,Monforte de Lemos,200801,2008,1,0.0,0.0,0.0
52,Montserrat,200801,2008,1,0.0,0.0,0.0
53,Muxia,200801,2008,1,0.0,0.0,0.0
54,Nájera,200801,2008,1,0.0,48.0,48.0
55,O Barco de Valdeorras,200801,2008,1,0.0,0.0,0.0
56,Ponferrada. C.Inv.,200801,2008,1,0.0,0.0,0.0
57,Ponte de Lima,200801,2008,1,0.0,11.0,11.0
58,Republica Checa,200801,2008,1,0.0,0.0,0.0
59,Resto,200801,2008,1,92.0,0.0,92.0
60,Resto Asturias - C.N,200801,2008,1,0.0,0.0,0.0
61,Resto C. León C.F.,200801,2008,1,0.0,0.0,0.0
62,Resto de Galicia,200801,2008,1,0.0,0.0,0.0
63,Resto de Portugal,200801,2008,1,0.0,0.0,0.0
64,Resto Galicia,200801,2008,1,0.0,0.0,0.0
65,Resto Portugal,200801,2008,1,0.0,0.0,0.0
66,Sahagún,200801,2008,1,0.0,60.0,60.0
67,Samos,200801,2008,1,0.0,0.0,0.0
68,San Sebastián,200801,2008,1,0.0,0.0,0.0
69,Santander,200801,2008,1,0.0,0.0,0.0
70,Somport,200801,2008,1,0.0,0.0,0.0
71,Vega de Valcarce,200801,2008,1,0.0,121.0,121.0
72,Verín,200801,2008,1,0.0,0.0,0.0
73,Vezelay,200801,2008,1,0.0,0.0,0.0
74,Viana do Castelo,200801,2008,1,0.0,0.0,0.0
75,Villafranca del Bierzo,200801,2008,1,0.0,121.0,121.0
0,Catedral Santiago de Compostela,200802,2008,2,0.0,703.0,703.0
1,Sarria,200802,2008,2,125.0,335.0,460.0
2,Tui,200802,2008,2,62.0,18.0,80.0
3,S. Jean P. Port,200802,2008,2,50.0,0.0,50.0
4,Ferrol,200802,2008,2,0.0,0.0,0.0
5,Oporto,200802,2008,2,0.0,0.0,0.0
6,Cebreiro,200802,2008,2,146.0,155.0,301.0
7,Ribadeo,200802,2008,2,0.0,0.0,0.0
8,Valença do Minho,200802,2008,2,18.0,0.0,18.0
9,Roncesvalles,200802,2008,2,37.0,50.0,87.0
10,Oviedo - C.P.,200802,2008,2,0.0,0.0,0.0
11,Vigo,200802,2008,2,0.0,0.0,0.0
12,Ponte de sa,200802,2008,2,0.0,0.0,0.0
13,Oporto Costa,200802,2008,2,0.0,0.0,0.0
14,Ourense,200802,2008,2,0.0,0.0,0.0
15,Lisboa,200802,2008,2,0.0,0.0,0.0
16,León,200802,2008,2,28.0,87.0,115.0
17,A Guarda,200802,2008,2,0.0,0.0,0.0
18,Corrubedo,200802,2008,2,0.0,0.0,0.0
19,Ponferrada,200802,2008,2,25.0,115.0,140.0
20,Le Puy,200802,2008,2,0.0,0.0,0.0
21,Lugo - C.P.,200802,2008,2,0.0,0.0,0.0
22,Baiona,200802,2008,2,0.0,0.0,0.0
23,Vilalba,200802,2008,2,0.0,0.0,0.0
24,Irún,200802,2008,2,0.0,0.0,0.0
25,Astorga,200802,2008,2,0.0,115.0,115.0
26,Porriño,200802,2008,2,0.0,80.0,80.0
27,Triacastela,200802,2008,2,34.0,301.0,335.0
28,Sevilla,200802,2008,2,0.0,0.0,0.0
29,Pamplona,200802,2008,2,0.0,87.0,87.0
30,Burgos,200802,2008,2,0.0,87.0,87.0
31,A Coruña,200802,2008,2,0.0,0.0,0.0
32,Alemania,200802,2008,2,0.0,0.0,0.0
33,Barcelona,200802,2008,2,0.0,0.0,0.0
34,Bélgica,200802,2008,2,0.0,0.0,0.0
35,Braga,200802,2008,2,0.0,0.0,0.0
36,Com. Valenciana - C.F.,200802,2008,2,0.0,0.0,0.0
37,Com. Valenciana - O.C.,200802,2008,2,0.0,0.0,0.0
38,Estella,200802,2008,2,0.0,87.0,87.0
39,Finisterra,200802,2008,2,0.0,0.0,0.0
40,Fonsagrada - C.P.,200802,2008,2,0.0,0.0,0.0
41,Francia - C.F.,200802,2008,2,0.0,0.0,0.0
42,Gijón,200802,2008,2,0.0,0.0,0.0
43,Gudiña,200802,2008,2,0.0,0.0,0.0
44,Laza,200802,2008,2,0.0,0.0,0.0
45,Logroño,200802,2008,2,0.0,87.0,87.0
46,Lourdes,200802,2008,2,0.0,0.0,0.0
