ID,Anho,Mes,Estudiantes,Obreros,Liberales,Empleados,Profesores,Jubilados,Tecnicos,Funcionarios,Parados,Amas de Casa,Resto,Sacerdotes,Artistas,Directivos,Agricultores,Religiosas/os,Marinos,Deportistas,Sin establecer,Total
201711,2017,11,630.0,0.0,1060.0,2097.0,279.0,888.0,1063.0,434.0,211.0,147.0,320.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,7346.0
201712,2017,12,450.0,89.0,492.0,621.0,158.0,164.0,445.0,183.0,101.0,0.0,136.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,2893.0
201801,2018,1,366.0,33.0,160.0,336.0,161.0,75.0,204.0,84.0,59.0,20.0,0.0,8.0,36.0,43.0,18.0,11.0,8.0,5.0,0.0,1627.0
201802,2018,2,599.0,70.0,232.0,485.0,116.0,146.0,222.0,90.0,51.0,50.0,0.0,11.0,20.0,27.0,13.0,39.0,6.0,4.0,0.0,2181.0
201803,2018,3,3940.0,163.0,1421.0,1847.0,927.0,583.0,1060.0,586.0,136.0,128.0,0.0,24.0,56.0,111.0,25.0,28.0,13.0,8.0,0.0,11056.0
201804,2018,4,3714.0,152.0,2733.0,5183.0,1483.0,2882.0,2797.0,1526.0,287.0,429.0,0.0,59.0,179.0,459.0,67.0,77.0,21.0,20.0,0.0,22068.0
201805,2018,5,3015.0,0.0,4815.0,11571.0,0.0,8860.0,4237.0,0.0,0.0,0.0,8167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40665.0
201806,2018,6,6858.0,490.0,4981.0,12467.0,2087.0,8567.0,3832.0,2969.0,623.0,1139.0,0.0,155.0,369.0,749.0,100.0,196.0,47.0,56.0,0.0,45685.0
201807,2018,7,16232.0,363.0,5038.0,10153.0,5936.0,3603.0,3519.0,2775.0,531.0,901.0,0.0,327.0,376.0,562.0,163.0,285.0,44.0,59.0,0.0,50867.0
201808,2018,8,13625.0,1095.0,8407.0,15595.0,6523.0,2774.0,5729.0,2935.0,613.0,1124.0,0.0,317.0,493.0,615.0,183.0,237.0,81.0,69.0,0.0,60415.0
201809,2018,9,6141.0,570.0,6184.0,13841.0,1827.0,7422.0,4622.0,2945.0,555.0,976.0,0.0,156.0,434.0,880.0,175.0,167.0,58.0,53.0,0.0,47006.0
201810,2018,10,3110.0,306.0,5058.0,10231.0,1636.0,6850.0,3482.0,1806.0,639.0,848.0,0.0,108.0,472.0,669.0,149.0,124.0,65.0,49.0,0.0,35602.0
201811,2018,11,746.0,102.0,1330.0,2178.0,321.0,799.0,898.0,473.0,241.0,136.0,0.0,28.0,106.0,191.0,42.0,22.0,27.0,11.0,0.0,7651.0
201812,2018,12,327.0,39.0,426.0,723.0,132.0,191.0,283.0,137.0,118.0,38.0,0.0,8.0,43.0,48.0,13.0,8.0,15.0,4.0,0.0,2553.0
201901,2019,1,270.0,32.0,273.0,446.0,144.0,78.0,179.0,110.0,33.0,12.0,0.0,5.0,21.0,22.0,12.0,5.0,5.0,4.0,0.0,1651.0
201902,2019,2,537.0,26.0,300.0,513.0,137.0,168.0,170.0,92.0,71.0,28.0,0.0,9.0,25.0,22.0,11.0,2.0,4.0,4.0,0.0,2119.0
201903,2019,3,1897.0,87.0,1218.0,1598.0,364.0,654.0,703.0,356.0,135.0,145.0,0.0,32.0,74.0,113.0,38.0,21.0,27.0,12.0,0.0,7474.0
201904,2019,4,6709.0,391.0,4489.0,7243.0,2582.0,3218.0,3293.0,1599.0,360.0,541.0,0.0,76.0,241.0,650.0,110.0,107.0,55.0,58.0,0.0,31722.0
201905,2019,5,4093.0,555.0,6632.0,12594.0,1861.0,10311.0,4676.0,2424.0,628.0,1002.0,0.0,156.0,399.0,919.0,161.0,139.0,71.0,52.0,0.0,46673.0
201906,2019,6,7757.0,620.0,5688.0,10998.0,2615.0,8782.0,5711.0,3044.0,623.0,1051.0,0.0,191.0,443.0,1031.0,169.0,168.0,63.0,104.0,0.0,49058.0
201907,2019,7,17184.0,531.0,4718.0,9085.0,6543.0,3916.0,4510.0,3015.0,475.0,986.0,0.0,401.0,503.0,860.0,206.0,256.0,62.0,68.0,0.0,53319.0
201908,2019,8,14179.0,944.0,8594.0,16600.0,6697.0,2997.0,5955.0,2856.0,545.0,1006.0,0.0,393.0,616.0,824.0,193.0,254.0,57.0,104.0,0.0,62814.0
201909,2019,9,5851.0,475.0,7529.0,11712.0,1837.0,7423.0,4768.0,2723.0,492.0,925.0,0.0,206.0,423.0,858.0,166.0,135.0,55.0,75.0,0.0,45653.0
201910,2019,10,3274.0,206.0,7157.0,8991.0,1522.0,7311.0,2710.0,1908.0,623.0,749.0,0.0,133.0,391.0,798.0,117.0,134.0,44.0,50.0,0.0,36118.0
201911,2019,11,635.0,106.0,2245.0,2224.0,338.0,934.0,637.0,375.0,278.0,148.0,0.0,26.0,94.0,148.0,38.0,19.0,25.0,4.0,0.0,8274.0
201912,2019,12,299.0,56.0,615.0,754.0,109.0,178.0,313.0,134.0,87.0,41.0,0.0,3.0,43.0,35.0,14.0,10.0,11.0,8.0,0.0,2710.0
202001,2020,1,329.0,35.0,367.0,537.0,143.0,98.0,204.0,90.0,59.0,28.0,0.0,6.0,42.0,32.0,16.0,5.0,7.0,3.0,0.0,2001.0
202002,2020,2,908.0,56.0,426.0,757.0,235.0,146.0,214.0,110.0,79.0,29.0,0.0,12.0,34.0,34.0,18.0,4.0,5.0,9.0,0.0,3076.0
202003,2020,3,450.0,67.0,317.0,494.0,95.0,144.0,134.0,78.0,62.0,38.0,0.0,7.0,19.0,25.0,5.0,9.0,4.0,0.0,0.0,1948.0
202006,2020,6,0.0,0.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0
202007,2020,7,1530.0,88.0,835.0,1880.0,684.0,336.0,630.0,382.0,138.0,80.0,2842.0,35.0,46.0,60.0,28.0,13.0,0.0,17.0,128.0,9752.0
202008,2020,8,767.0,96.0,545.0,1422.0,354.0,281.0,368.0,207.0,91.0,87.0,15135.0,0.0,61.0,122.0,0.0,0.0,0.0,26.0,250.0,19812.0
202009,2020,9,221.0,36.0,213.0,738.0,40.0,379.0,214.0,158.0,51.0,49.0,8156.0,3.0,47.0,65.0,21.0,3.0,7.0,28.0,12.0,10441.0
202010,2020,10,31.0,31.0,122.0,420.0,26.0,258.0,103.0,56.0,34.0,17.0,5234.0,2.0,18.0,37.0,9.0,0.0,0.0,9.0,11.0,6418.0
202011,2020,11,5.0,3.0,20.0,51.0,0.0,21.0,14.0,4.0,7.0,0.0,434.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,585.0
202012,2020,12,5.0,0.0,13.0,11.0,3.0,2.0,4.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,99.0
202101,2021,1,2.0,0.0,8.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0
202102,2021,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0
202103,2021,3,5.0,6.0,14.0,19.0,2.0,8.0,8.0,2.0,6.0,5.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0
202104,2021,4,21.0,14.0,32.0,61.0,14.0,25.0,16.0,6.0,9.0,5.0,800.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,1024.0
202105,2021,5,20.0,5.0,58.0,139.0,12.0,62.0,30.0,12.0,6.0,12.0,3904.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,28.0,4295.0
202106,2021,6,557.0,18.0,95.0,356.0,63.0,262.0,43.0,96.0,14.0,10.0,12924.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,370.0,14824.0
202107,2021,7,1421.0,0.0,411.0,1266.0,269.0,841.0,244.0,250.0,57.0,95.0,28264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,33963.0
202108,2021,8,1129.0,0.0,256.0,907.0,177.0,562.0,173.0,194.0,0.0,60.0,39316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,43575.0
202109,2021,9,683.0,0.0,373.0,1120.0,101.0,1563.0,192.0,125.0,0.0,80.0,32398.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,774.0,37463.0
202110,2021,10,174.0,0.0,339.0,698.0,99.0,1252.0,176.0,125.0,58.0,75.0,27279.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,829.0,31170.0
202111,2021,11,36.0,0.0,114.0,282.0,31.0,239.0,52.0,53.0,15.0,22.0,7921.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,303.0,9094.0
202112,2021,12,9.0,0.0,8.0,54.0,0.0,21.0,5.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1193.0
202201,2022,1,35.0,2.0,35.0,71.0,10.0,23.0,14.0,25.0,5.0,6.0,1230.0,3.0,7.0,3.0,2.0,0.0,2.0,0.0,144.0,1617.0
202202,2022,2,58.0,0.0,47.0,114.0,25.0,40.0,29.0,9.0,18.0,0.0,1551.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,136.0,2034.0
202203,2022,3,352.0,0.0,102.0,365.0,66.0,244.0,74.0,44.0,26.0,29.0,5595.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,474.0,7389.0
202204,2022,4,1041.0,0.0,421.0,1074.0,216.0,1044.0,300.0,216.0,0.0,78.0,28717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,34283.0
202205,2022,5,1071.0,83.0,1196.0,2332.0,284.0,4089.0,517.0,267.0,100.0,190.0,37228.0,0.0,94.0,187.0,0.0,0.0,0.0,0.0,616.0,48254.0
202206,2022,6,1643.0,107.0,1265.0,2944.0,463.0,4122.0,842.0,751.0,153.0,250.0,44330.0,0.0,120.0,218.0,0.0,0.0,0.0,0.0,804.0,58012.0
202207,2022,7,1925.0,0.0,629.0,2534.0,770.0,1775.0,439.0,328.0,89.0,125.0,41086.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,1175.0,51079.0
202208,2022,8,1853.0,0.0,777.0,2862.0,646.0,1166.0,522.0,230.0,0.0,0.0,75059.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,2566.0,85842.0
202209,2022,9,411.0,114.0,988.0,2411.0,250.0,2740.0,371.0,214.0,96.0,145.0,56977.0,0.0,76.0,131.0,0.0,0.0,0.0,0.0,1272.0,66196.0
202210,2022,10,236.0,91.0,645.0,1571.0,213.0,2345.0,423.0,170.0,95.0,119.0,44278.0,0.0,103.0,188.0,0.0,0.0,0.0,0.0,879.0,51356.0
