ID,Anho,Mes,Galicia,Asturias,Comunidad Valenciana,Madrid,Cataluña,Castilla León,Andalucía,Baleares,Pais Vasco,Castilla la Mancha,Resto,Canarias,Extremadura,Aragón,Murcia,La Rioja,Navarra,Ceuta,Cantabria,Residentes Extranjero,Melilla,Total
201902,2019,2,117.0,35.0,132.0,93.0,67.0,58.0,185.0,34.0,6.0,36.0,0.0,28.0,15.0,11.0,88.0,0.0,4.0,0.0,2.0,2.0,0.0,913.0
201903,2019,3,429.0,45.0,648.0,427.0,210.0,158.0,543.0,97.0,41.0,196.0,0.0,84.0,97.0,32.0,40.0,7.0,8.0,1.0,18.0,6.0,5.0,3092.0
201904,2019,4,1202.0,202.0,1755.0,2841.0,1081.0,892.0,1878.0,263.0,322.0,682.0,0.0,566.0,392.0,204.0,291.0,43.0,112.0,38.0,99.0,49.0,25.0,12937.0
201905,2019,5,1131.0,256.0,1345.0,2886.0,1385.0,630.0,2041.0,198.0,535.0,555.0,0.0,700.0,323.0,263.0,176.0,55.0,95.0,0.0,92.0,66.0,8.0,12740.0
201906,2019,6,873.0,488.0,1870.0,3609.0,1555.0,1067.0,3579.0,197.0,598.0,842.0,0.0,792.0,493.0,360.0,648.0,87.0,229.0,30.0,224.0,66.0,9.0,17616.0
201907,2019,7,976.0,533.0,3057.0,5981.0,2394.0,1416.0,8451.0,288.0,1234.0,1692.0,0.0,1079.0,1422.0,843.0,996.0,191.0,185.0,26.0,205.0,63.0,34.0,31066.0
201908,2019,8,1365.0,437.0,5519.0,6274.0,3209.0,1308.0,9642.0,230.0,999.0,2575.0,0.0,911.0,1236.0,630.0,1485.0,141.0,278.0,37.0,179.0,79.0,30.0,36564.0
201909,2019,9,855.0,394.0,1940.0,3003.0,1700.0,685.0,4084.0,163.0,401.0,718.0,0.0,596.0,609.0,343.0,523.0,55.0,108.0,24.0,142.0,68.0,18.0,16429.0
201910,2019,10,646.0,229.0,1120.0,1941.0,1093.0,549.0,1921.0,177.0,257.0,428.0,0.0,505.0,186.0,141.0,290.0,34.0,69.0,21.0,54.0,50.0,7.0,9718.0
201911,2019,11,370.0,158.0,277.0,342.0,313.0,88.0,528.0,263.0,50.0,83.0,0.0,120.0,43.0,46.0,52.0,7.0,23.0,6.0,23.0,11.0,1.0,2804.0
201912,2019,12,222.0,19.0,106.0,186.0,114.0,39.0,188.0,60.0,60.0,30.0,0.0,42.0,17.0,10.0,25.0,7.0,13.0,3.0,4.0,3.0,0.0,1148.0
202001,2020,1,97.0,37.0,57.0,80.0,55.0,20.0,138.0,47.0,24.0,23.0,0.0,28.0,11.0,9.0,14.0,4.0,6.0,3.0,2.0,2.0,1.0,658.0
202002,2020,2,123.0,30.0,112.0,156.0,79.0,100.0,273.0,48.0,28.0,33.0,0.0,38.0,26.0,11.0,53.0,1.0,6.0,6.0,15.0,3.0,1.0,1142.0
202003,2020,3,73.0,9.0,277.0,83.0,65.0,16.0,158.0,23.0,11.0,101.0,0.0,25.0,14.0,17.0,15.0,2.0,4.0,2.0,0.0,2.0,0.0,897.0
202006,2020,6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
202007,2020,7,696.0,169.0,848.0,1576.0,625.0,398.0,1647.0,92.0,347.0,355.0,0.0,172.0,144.0,156.0,210.0,28.0,95.0,11.0,97.0,599.0,15.0,8280.0
202008,2020,8,1279.0,217.0,1821.0,2966.0,1559.0,562.0,2883.0,187.0,583.0,855.0,0.0,207.0,351.0,303.0,476.0,67.0,147.0,5.0,85.0,3837.0,7.0,18397.0
202009,2020,9,886.0,162.0,725.0,1167.0,1046.0,352.0,1101.0,89.0,186.0,388.0,0.0,165.0,181.0,157.0,174.0,31.0,56.0,6.0,49.0,2757.0,3.0,9681.0
202010,2020,10,591.0,74.0,537.0,309.0,603.0,123.0,612.0,92.0,103.0,139.0,0.0,139.0,70.0,69.0,78.0,16.0,24.0,10.0,24.0,2233.0,1.0,5847.0
202011,2020,11,23.0,1.0,17.0,22.0,42.0,3.0,28.0,8.0,4.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,6.0,327.0,0.0,493.0
202012,2020,12,24.0,0.0,2.0,7.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,79.0
202101,2021,1,16.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,47.0
202102,2021,2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0
202103,2021,3,129.0,0.0,3.0,3.0,9.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,179.0
202104,2021,4,679.0,6.0,12.0,14.0,12.0,9.0,12.0,8.0,2.0,1.0,0.0,7.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,194.0,0.0,964.0
202105,2021,5,914.0,54.0,218.0,424.0,274.0,79.0,343.0,64.0,24.0,130.0,0.0,69.0,51.0,39.0,55.0,9.0,8.0,2.0,13.0,1363.0,4.0,4137.0
202106,2021,6,1616.0,200.0,989.0,1968.0,1105.0,312.0,1603.0,69.0,230.0,543.0,0.0,245.0,158.0,177.0,278.0,30.0,74.0,16.0,55.0,4688.0,11.0,14367.0
202107,2021,7,3131.0,318.0,2322.0,4810.0,1939.0,848.0,5591.0,264.0,579.0,1626.0,0.0,552.0,606.0,482.0,726.0,116.0,224.0,34.0,158.0,8030.0,42.0,32398.0
202108,2021,8,2107.0,328.0,4714.0,5959.0,3339.0,1036.0,8127.0,452.0,748.0,2170.0,0.0,657.0,892.0,561.0,1447.0,107.0,191.0,47.0,158.0,9346.0,23.0,42409.0
202109,2021,9,1333.0,408.0,2530.0,4814.0,2451.0,978.0,5109.0,274.0,527.0,1346.0,0.0,878.0,550.0,412.0,836.0,105.0,145.0,29.0,198.0,12302.0,28.0,35253.0
202110,2021,10,1215.0,269.0,1948.0,3000.0,1879.0,710.0,3161.0,392.0,358.0,822.0,0.0,845.0,294.0,273.0,417.0,63.0,180.0,15.0,105.0,13116.0,15.0,29077.0
202111,2021,11,1156.0,172.0,390.0,758.0,413.0,189.0,708.0,363.0,74.0,135.0,0.0,159.0,63.0,53.0,78.0,11.0,18.0,6.0,41.0,3772.0,11.0,8570.0
202112,2021,12,220.0,24.0,57.0,124.0,44.0,85.0,83.0,28.0,13.0,21.0,0.0,39.0,14.0,9.0,6.0,2.0,10.0,0.0,3.0,357.0,0.0,1139.0
202201,2022,1,277.0,20.0,70.0,95.0,179.0,42.0,117.0,57.0,17.0,20.0,0.0,29.0,10.0,4.0,13.0,1.0,4.0,0.0,6.0,508.0,2.0,1471.0
202202,2022,2,358.0,22.0,82.0,129.0,81.0,41.0,210.0,47.0,19.0,15.0,0.0,35.0,30.0,6.0,24.0,1.0,8.0,4.0,13.0,701.0,2.0,1828.0
202203,2022,3,401.0,74.0,391.0,820.0,241.0,122.0,758.0,120.0,58.0,269.0,0.0,190.0,77.0,44.0,63.0,9.0,32.0,1.0,31.0,2951.0,3.0,6655.0
202204,2022,4,1613.0,341.0,2869.0,3614.0,1525.0,1027.0,2972.0,426.0,444.0,861.0,0.0,706.0,414.0,177.0,409.0,50.0,164.0,60.0,165.0,13905.0,20.0,31762.0
202205,2022,5,2426.0,377.0,1788.0,3492.0,1968.0,753.0,2812.0,322.0,526.0,748.0,0.0,1098.0,243.0,370.0,337.0,43.0,211.0,17.0,106.0,23930.0,11.0,41578.0
202206,2022,6,2686.0,728.0,2995.0,5456.0,2443.0,836.0,4956.0,282.0,606.0,1461.0,0.0,1024.0,829.0,464.0,1098.0,152.0,256.0,20.0,232.0,24214.0,18.0,50756.0
202207,2022,7,2243.0,523.0,4921.0,9495.0,3056.0,2172.0,11322.0,437.0,1189.0,2207.0,0.0,1489.0,1953.0,1041.0,1441.0,163.0,293.0,83.0,368.0,18723.0,88.0,63207.0
202208,2022,8,2340.0,705.0,8445.0,10104.0,5412.0,2036.0,16119.0,547.0,1221.0,4848.0,0.0,1286.0,1662.0,1583.0,2517.0,292.0,586.0,171.0,412.0,22086.0,44.0,82416.0
202209,2022,9,1995.0,595.0,3521.0,5983.0,3106.0,1594.0,8507.0,478.0,672.0,1621.0,2.0,1453.0,832.0,533.0,1019.0,141.0,173.0,71.0,292.0,28013.0,32.0,60633.0
202210,2022,10,2001.0,380.0,2210.0,4025.0,2293.0,888.0,3984.0,448.0,398.0,980.0,0.0,1026.0,504.0,394.0,606.0,100.0,120.0,37.0,174.0,26024.0,28.0,46620.0
