IDX,ID,Anho,Mes,Descripcion,Total
1411,201409,2014,9,León,1931
1412,201409,2014,9,Oporto,1911
1413,201409,2014,9,Ponferrada,1140
1414,201409,2014,9,Resto,10897
1415,201409,2014,9,Roncesvalles,1064
1416,201409,2014,9,S. Jean P. Port,3850
1417,201409,2014,9,Sarria,8850
1418,201409,2014,9,Tui,1670
1419,201410,2014,10,Cebreiro,737
1420,201410,2014,10,Le Puy,508
1421,201410,2014,10,León,901
1422,201410,2014,10,Oporto,1048
1423,201410,2014,10,Ponferrada,641
1424,201410,2014,10,Resto,7170
1425,201410,2014,10,Resto Asturias - C.N,528
1426,201410,2014,10,Roncesvalles,723
1427,201410,2014,10,S. Jean P. Port,4955
1428,201410,2014,10,Sarria,5250
1429,201410,2014,10,Tui,744
1430,201411,2014,11,Cebreiro,208
1431,201411,2014,11,Ferrol,116
1432,201411,2014,11,León,190
1433,201411,2014,11,Oporto,170
1434,201411,2014,11,Pamplona,154
1435,201411,2014,11,Ponferrada,112
1436,201411,2014,11,Resto,1530
1437,201411,2014,11,Roncesvalles,184
1438,201411,2014,11,S. Jean P. Port,1229
1439,201411,2014,11,Sarria,750
1440,201411,2014,11,Tui,160
1441,201412,2014,12,Cebreiro,76
1442,201412,2014,12,Ferrol,89
1443,201412,2014,12,León,67
1444,201412,2014,12,Oporto,89
1445,201412,2014,12,Ponferrada,62
1446,201412,2014,12,Resto,636
1447,201412,2014,12,Roncesvalles,94
1448,201412,2014,12,S. Jean P. Port,260
1449,201412,2014,12,Sarria,328
1450,201412,2014,12,Tui,114
1451,201412,2014,12,Valença do Minho,55
1452,201501,2015,1,Cebreiro,102
1453,201501,2015,1,Ferrol,50
1454,201501,2015,1,León,72
1455,201501,2015,1,Oporto,72
1456,201501,2015,1,Pamplona,46
1457,201501,2015,1,Ponferrada,41
1458,201501,2015,1,Resto,321
1459,201501,2015,1,Roncesvalles,31
1460,201501,2015,1,S. Jean P. Port,186
1461,201501,2015,1,Sarria,234
1462,201501,2015,1,Tui,62
1463,201502,2015,2,Cebreiro,96
1464,201502,2015,2,León,48
1465,201502,2015,2,Oporto,63
1466,201502,2015,2,Pamplona,52
1467,201502,2015,2,Ponferrada,63
1468,201502,2015,2,Resto,337
1469,201502,2015,2,S. Jean P. Port,176
1470,201502,2015,2,Sarria,528
1471,201502,2015,2,Triacastela,48
1472,201502,2015,2,Tui,65
1473,201502,2015,2,Valença do Minho,68
1474,201503,2015,3,Cebreiro,293
1475,201503,2015,3,Ferrol,137
1476,201503,2015,3,León,161
1477,201503,2015,3,Oporto,265
1478,201503,2015,3,Ponferrada,162
1479,201503,2015,3,Resto,1367
1480,201503,2015,3,Roncesvalles,148
1481,201503,2015,3,S. Jean P. Port,290
1482,201503,2015,3,Sarria,1905
1483,201503,2015,3,Tui,186
1484,201503,2015,3,Valença do Minho,166
1485,201504,2015,4,Cebreiro,863
1486,201504,2015,4,Ferrol,661
1487,201504,2015,4,León,647
1488,201504,2015,4,Oporto,941
1489,201504,2015,4,Ponferrada,544
1490,201504,2015,4,Resto,4988
1491,201504,2015,4,Roncesvalles,436
1492,201504,2015,4,S. Jean P. Port,1296
1493,201504,2015,4,Sarria,5547
1494,201504,2015,4,Tui,1196
1495,201504,2015,4,Valença do Minho,602
1496,201505,2015,5,Astorga,752
1497,201505,2015,5,Cebreiro,1001
1498,201505,2015,5,Ferrol,761
1499,201505,2015,5,León,1578
1500,201505,2015,5,Oporto,2363
1501,201505,2015,5,Ponferrada,897
1502,201505,2015,5,Resto,10320
1503,201505,2015,5,Roncesvalles,959
1504,201505,2015,5,S. Jean P. Port,4401
1505,201505,2015,5,Sarria,6886
1506,201505,2015,5,Tui,1158
1507,201506,2015,6,Cebreiro,1319
1508,201506,2015,6,Ferrol,1052
1509,201506,2015,6,León,1634
1510,201506,2015,6,Oporto,1735
1511,201506,2015,6,Oviedo - C.P.,995
1512,201506,2015,6,Ponferrada,1078
1513,201506,2015,6,Resto,11390
1514,201506,2015,6,Roncesvalles,1207
1515,201506,2015,6,S. Jean P. Port,5812
1516,201506,2015,6,Sarria,8397
1517,201506,2015,6,Tui,1304
1518,201507,2015,7,Astorga,1451
1519,201507,2015,7,Cebreiro,1962
1520,201507,2015,7,Ferrol,1783
1521,201507,2015,7,León,1604
1522,201507,2015,7,Oporto,1624
1523,201507,2015,7,Oviedo - C.P.,1058
1524,201507,2015,7,Ponferrada,1637
1525,201507,2015,7,Resto,15001
1526,201507,2015,7,S. Jean P. Port,4034
1527,201507,2015,7,Sarria,11462
1528,201507,2015,7,Tui,3178
1529,201508,2015,8,Cebreiro,2236
1530,201508,2015,8,Ferrol,2130
1531,201508,2015,8,León,2422
1532,201508,2015,8,Oporto,2050
1533,201508,2015,8,Oviedo - C.P.,1646
1534,201508,2015,8,Ponferrada,1953
1535,201508,2015,8,Resto,17886
1536,201508,2015,8,Roncesvalles,1505
1537,201508,2015,8,S. Jean P. Port,3901
1538,201508,2015,8,Sarria,15266
1539,201508,2015,8,Tui,3799
1540,201509,2015,9,Cebreiro,1469
1541,201509,2015,9,Ferrol,1246
1542,201509,2015,9,León,1993
1543,201509,2015,9,Oporto,2454
1544,201509,2015,9,Oviedo - C.P.,1116
1545,201509,2015,9,Ponferrada,1196
1546,201509,2015,9,Resto,11403
1547,201509,2015,9,Roncesvalles,1072
1548,201509,2015,9,S. Jean P. Port,3823
1549,201509,2015,9,Sarria,9864
1550,201509,2015,9,Tui,1793
1551,201510,2015,10,Cebreiro,728
1552,201510,2015,10,Ferrol,577
1553,201510,2015,10,León,1075
1554,201510,2015,10,Oporto,1327
1555,201510,2015,10,Pamplona,562
1556,201510,2015,10,Ponferrada,650
1557,201510,2015,10,Resto,7635
1558,201510,2015,10,Roncesvalles,750
1559,201510,2015,10,S. Jean P. Port,5458
1560,201510,2015,10,Sarria,5986
1561,201510,2015,10,Tui,828
1562,201511,2015,11,Cebreiro,224
1563,201511,2015,11,Ferrol,164
1564,201511,2015,11,León,177
1565,201511,2015,11,Oporto,208
1566,201511,2015,11,Pamplona,158
1567,201511,2015,11,Ponferrada,128
1568,201511,2015,11,Resto,1578
1569,201511,2015,11,Roncesvalles,201
1570,201511,2015,11,S. Jean P. Port,1386
1571,201511,2015,11,Sarria,860
1572,201511,2015,11,Tui,144
1573,201512,2015,12,Cebreiro,57
1574,201512,2015,12,Ferrol,104
1575,201512,2015,12,León,84
1576,201512,2015,12,Oporto,96
1577,201512,2015,12,Ponferrada,53
1578,201512,2015,12,Resto,688
1579,201512,2015,12,Roncesvalles,65
1580,201512,2015,12,S. Jean P. Port,292
1581,201512,2015,12,Sarria,472
1582,201512,2015,12,Tui,86
1583,201512,2015,12,Valença do Minho,65
1584,201601,2016,1,Astorga,44
1585,201601,2016,1,Cebreiro,57
1586,201601,2016,1,Ferrol,58
1587,201601,2016,1,León,75
1588,201601,2016,1,Oporto,66
1589,201601,2016,1,Pamplona,44
1590,201601,2016,1,Ponferrada,44
1591,201601,2016,1,Resto,406
1592,201601,2016,1,S. Jean P. Port,167
1593,201601,2016,1,Sarria,282
1594,201601,2016,1,Tui,61
1595,201602,2016,2,Cebreiro,113
1596,201602,2016,2,Ferrol,115
1597,201602,2016,2,León,89
1598,201602,2016,2,Oporto,104
1599,201602,2016,2,Pamplona,70
1600,201602,2016,2,Ponferrada,53
1601,201602,2016,2,Resto,375
1602,201602,2016,2,Roncesvalles,48
1603,201602,2016,2,S. Jean P. Port,184
1604,201602,2016,2,Sarria,505
1605,201602,2016,2,Tui,77
1606,201603,2016,3,Cebreiro,501
1607,201603,2016,3,Ferrol,505
1608,201603,2016,3,León,301
1609,201603,2016,3,Oporto,567
1610,201603,2016,3,Ponferrada,360
1611,201603,2016,3,Resto,2797
1612,201603,2016,3,Roncesvalles,254
1613,201603,2016,3,S. Jean P. Port,460
1614,201603,2016,3,Sarria,4276
1615,201603,2016,3,Tui,645
1616,201603,2016,3,Valença do Minho,401
1617,201604,2016,4,Cebreiro,451
1618,201604,2016,4,Ferrol,463
1619,201604,2016,4,León,682
1620,201604,2016,4,Oporto,1298
1621,201604,2016,4,Ponferrada,340
1622,201604,2016,4,Resto,4578
1623,201604,2016,4,Roncesvalles,319
1624,201604,2016,4,S. Jean P. Port,1477
1625,201604,2016,4,Sarria,4396
1626,201604,2016,4,Tui,594
1627,201604,2016,4,Valença do Minho,502
1628,201605,2016,5,Cebreiro,874
1629,201605,2016,5,Ferrol,975
1630,201605,2016,5,León,1666
1631,201605,2016,5,Oporto,2843
1632,201605,2016,5,Ponferrada,899
1633,201605,2016,5,Resto,10358
1634,201605,2016,5,Roncesvalles,924
1635,201605,2016,5,S. Jean P. Port,5156
1636,201605,2016,5,Sarria,7197
1637,201605,2016,5,Tui,1122
1638,201605,2016,5,Valença do Minho,762
1639,201606,2016,6,Cebreiro,1311
1640,201606,2016,6,Ferrol,1167
1641,201606,2016,6,León,1770
1642,201606,2016,6,Oporto,2420
1643,201606,2016,6,Oviedo - C.P.,1045
1644,201606,2016,6,Ponferrada,1017
1645,201606,2016,6,Resto,12470
1646,201606,2016,6,Roncesvalles,1034
1647,201606,2016,6,S. Jean P. Port,6244
1648,201606,2016,6,Sarria,8994
1649,201606,2016,6,Tui,1598
1650,201607,2016,7,Astorga,1294
1651,201607,2016,7,Cebreiro,2146
1652,201607,2016,7,Ferrol,1836
1653,201607,2016,7,León,1750
1654,201607,2016,7,Oporto,2180
1655,201607,2016,7,Oviedo - C.P.,1153
1656,201607,2016,7,Ponferrada,1404
1657,201607,2016,7,Resto,14468
1658,201607,2016,7,S. Jean P. Port,4177
1659,201607,2016,7,Sarria,11955
1660,201607,2016,7,Tui,3108
1661,201608,2016,8,Cebreiro,2095
1662,201608,2016,8,Ferrol,2176
1663,201608,2016,8,León,2310
1664,201608,2016,8,Oporto,2465
1665,201608,2016,8,Oviedo - C.P.,1757
1666,201608,2016,8,Ponferrada,1800
1667,201608,2016,8,Resto,16653
1668,201608,2016,8,S. Jean P. Port,3942
1669,201608,2016,8,Sarria,14938
1670,201608,2016,8,Tui,4026
1671,201608,2016,8,Valença do Minho,1542
1672,201609,2016,9,Cebreiro,1297
1673,201609,2016,9,Ferrol,1233
1674,201609,2016,9,León,1936
1675,201609,2016,9,Oporto,3252
1676,201609,2016,9,Oviedo - C.P.,1109
1677,201609,2016,9,Ponferrada,1237
1678,201609,2016,9,Resto,11666
1679,201609,2016,9,Roncesvalles,864
1680,201609,2016,9,S. Jean P. Port,4154
1681,201609,2016,9,Sarria,10900
1682,201609,2016,9,Tui,2501
1683,201610,2016,10,Cebreiro,717
1684,201610,2016,10,Ferrol,668
1685,201610,2016,10,León,1125
1686,201610,2016,10,Oporto,2052
1687,201610,2016,10,Oviedo - C.P.,682
1688,201610,2016,10,Ponferrada,815
1689,201610,2016,10,Resto,8273
1690,201610,2016,10,Roncesvalles,671
1691,201610,2016,10,S. Jean P. Port,5819
1692,201610,2016,10,Sarria,6377
1693,201610,2016,10,Tui,1023
1694,201611,2016,11,Cebreiro,196
1695,201611,2016,11,Ferrol,173
1696,201611,2016,11,León,263
1697,201611,2016,11,Oporto,367
1698,201611,2016,11,Oviedo - C.P.,177
1699,201611,2016,11,Pamplona,167
1700,201611,2016,11,Resto,1847
1701,201611,2016,11,Roncesvalles,167
1702,201611,2016,11,S. Jean P. Port,1518
1703,201611,2016,11,Sarria,1245
1704,201611,2016,11,Tui,274
1705,201612,2016,12,Cebreiro,98
1706,201612,2016,12,Ferrol,109
1707,201612,2016,12,Oporto,112
1708,201612,2016,12,Ourense,132
1709,201612,2016,12,Ponferrada,93
1710,201612,2016,12,Resto,899
1711,201612,2016,12,Roncesvalles,139
1712,201612,2016,12,S. Jean P. Port,358
1713,201612,2016,12,Sarria,701
1714,201612,2016,12,Tui,129
1715,201612,2016,12,Valença do Minho,94
1716,201701,2017,1,Cebreiro,42
1717,201701,2017,1,Ferrol,60
1718,201701,2017,1,León,76
1719,201701,2017,1,Oporto,102
1720,201701,2017,1,Pamplona,48
1721,201701,2017,1,Ponferrada,49
1722,201701,2017,1,Resto,380
1723,201701,2017,1,S. Jean P. Port,183
1724,201701,2017,1,Sarria,277
1725,201701,2017,1,Tui,92
1726,201701,2017,1,Valença do Minho,45
1727,201702,2017,2,Ferrol,46
1728,201702,2017,2,León,73
1729,201702,2017,2,Oporto,128
1730,201702,2017,2,Oviedo - C.P.,39
1731,201702,2017,2,Pamplona,49
1732,201702,2017,2,Ponferrada,50
1733,201702,2017,2,Resto,465
1734,201702,2017,2,S. Jean P. Port,233
1735,201702,2017,2,Sarria,494
1736,201702,2017,2,Tui,80
1737,201702,2017,2,Valença do Minho,39
1738,201703,2017,3,Cebreiro,249
1739,201703,2017,3,Ferrol,143
1740,201703,2017,3,León,182
1741,201703,2017,3,Oporto,603
1742,201703,2017,3,Pamplona,91
1743,201703,2017,3,Ponferrada,149
1744,201703,2017,3,Resto,1304
1745,201703,2017,3,S. Jean P. Port,293
1746,201703,2017,3,Sarria,1559
1747,201703,2017,3,Tui,388
1748,201703,2017,3,Valença do Minho,215
1749,201704,2017,4,Cebreiro,1058
1750,201704,2017,4,Ferrol,1038
1751,201704,2017,4,León,783
1752,201704,2017,4,Oporto,2197
1753,201704,2017,4,Ponferrada,639
1754,201704,2017,4,Resto,7200
1755,201704,2017,4,Roncesvalles,557
1756,201704,2017,4,S. Jean P. Port,1602
1757,201704,2017,4,Sarria,9077
1758,201704,2017,4,Tui,1648
1759,201704,2017,4,Valença do Minho,1126
1760,201705,2017,5,Cebreiro,984
1761,201705,2017,5,Ferrol,1087
1762,201705,2017,5,León,1668
1763,201705,2017,5,Oporto,3708
1764,201705,2017,5,Oviedo - C.P.,940
1765,201705,2017,5,Ponferrada,758
1766,201705,2017,5,Resto,10956
1767,201705,2017,5,Roncesvalles,775
1768,201705,2017,5,S. Jean P. Port,5200
1769,201705,2017,5,Sarria,7860
1770,201705,2017,5,Tui,1411
1771,201706,2017,6,Cebreiro,1173
1772,201706,2017,6,Ferrol,1275
1773,201706,2017,6,León,1702
1774,201706,2017,6,Oporto,3255
1775,201706,2017,6,Oviedo - C.P.,1202
1776,201706,2017,6,Ponferrada,961
1777,201706,2017,6,Resto,12397
1778,201706,2017,6,Roncesvalles,876
1779,201706,2017,6,S. Jean P. Port,6097
1780,201706,2017,6,Sarria,10685
1781,201706,2017,6,Tui,1996
1782,201707,2017,7,Astorga,1183
1783,201707,2017,7,Cebreiro,1744
1784,201707,2017,7,Ferrol,1936
1785,201707,2017,7,León,1512
1786,201707,2017,7,Oporto,2490
1787,201707,2017,7,Oviedo - C.P.,1258
1788,201707,2017,7,Ponferrada,1405
1789,201707,2017,7,Resto,15963
1790,201707,2017,7,S. Jean P. Port,4160
1791,201707,2017,7,Sarria,11898
1792,201707,2017,7,Tui,3921
1793,201708,2017,8,Cebreiro,2071
1794,201708,2017,8,Ferrol,2503
1795,201708,2017,8,León,2296
1796,201708,2017,8,Oporto,2957
1797,201708,2017,8,Oviedo - C.P.,1760
1798,201708,2017,8,Ponferrada,1663
1799,201708,2017,8,Resto,17009
1800,201708,2017,8,S. Jean P. Port,3919
1801,201708,2017,8,Sarria,16133
1802,201708,2017,8,Tui,6191
1803,201708,2017,8,Valença do Minho,1178
1804,201709,2017,9,Cebreiro,1393
1805,201709,2017,9,Ferrol,1404
1806,201709,2017,9,León,1940
1807,201709,2017,9,Oporto,3573
1808,201709,2017,9,Oviedo - C.P.,1273
1809,201709,2017,9,Ponferrada,1064
1810,201709,2017,9,Resto,12083
1811,201709,2017,9,S. Jean P. Port,3796
1812,201709,2017,9,Sarria,12215
1813,201709,2017,9,Tui,2524
1814,201709,2017,9,Valença do Minho,924
1815,201710,2017,10,Cebreiro,981
1816,201710,2017,10,Ferrol,1025
1817,201710,2017,10,León,1066
1818,201710,2017,10,Oporto,2572
1819,201710,2017,10,Oviedo - C.P.,696
1820,201710,2017,10,Ponferrada,715
1821,201710,2017,10,Resto,8961
1822,201710,2017,10,Roncesvalles,732
1823,201710,2017,10,S. Jean P. Port,5846
1824,201710,2017,10,Sarria,7462
1825,201710,2017,10,Tui,1285
1826,201711,2017,11,Cebreiro,261
1827,201711,2017,11,Ferrol,196
1828,201711,2017,11,Irún,168
1829,201711,2017,11,León,253
1830,201711,2017,11,Oporto,569
1831,201711,2017,11,Oviedo - C.P.,191
1832,201711,2017,11,Resto,2298
1833,201711,2017,11,Roncesvalles,238
1834,201711,2017,11,S. Jean P. Port,1518
1835,201711,2017,11,Sarria,1319
1836,201711,2017,11,Tui,335
1837,201712,2017,12,Cebreiro,142
1838,201712,2017,12,Ferrol,109
1839,201712,2017,12,León,63
1840,201712,2017,12,Oporto,181
1841,201712,2017,12,Pamplona,57
1842,201712,2017,12,Resto,834
1843,201712,2017,12,Roncesvalles,84
1844,201712,2017,12,S. Jean P. Port,330
1845,201712,2017,12,Sarria,739
1846,201712,2017,12,Tui,268
1847,201712,2017,12,Valença do Minho,86
1848,201801,2018,1,Astorga,21
1849,201801,2018,1,Burgos,28
1850,201801,2018,1,Cebreiro,74
1851,201801,2018,1,Ferrol,75
1852,201801,2018,1,León,79
1853,201801,2018,1,Lisboa,19
1854,201801,2018,1,Lugo - C.P.,25
1855,201801,2018,1,Oporto,121
1856,201801,2018,1,Oporto Costa,16
1857,201801,2018,1,Ourense,16
1858,201801,2018,1,Oviedo - C.P.,76
1859,201801,2018,1,Pamplona,54
1860,201801,2018,1,Ponferrada,54
1861,201801,2018,1,Resto,223
1862,201801,2018,1,Roncesvalles,31
1863,201801,2018,1,S. Jean P. Port,201
1864,201801,2018,1,Sarria,383
1865,201801,2018,1,Sevilla,13
1866,201801,2018,1,Tui,66
1867,201801,2018,1,Valença do Minho,36
1868,201801,2018,1,Vilafranca,16
1869,201802,2018,2,Astorga,30
1870,201802,2018,2,Cebreiro,75
1871,201802,2018,2,Ferrol,73
1872,201802,2018,2,León,53
1873,201802,2018,2,Lisboa,25
1874,201802,2018,2,Lugo - C.P.,38
1875,201802,2018,2,Oporto,197
1876,201802,2018,2,Ourense,30
1877,201802,2018,2,Oviedo - C.P.,31
1878,201802,2018,2,Pamplona,49
1879,201802,2018,2,Ponferrada,46
1880,201802,2018,2,Ponte de Lima,31
1881,201802,2018,2,Resto,324
1882,201802,2018,2,Resto Portugal,42
1883,201802,2018,2,Roncesvalles,37
1884,201802,2018,2,S. Jean P. Port,180
1885,201802,2018,2,Sarria,528
1886,201802,2018,2,Sevilla,22
1887,201802,2018,2,Tui,152
1888,201802,2018,2,Valença do Minho,190
1889,201802,2018,2,Viana do Castelo,28
1890,201803,2018,3,Astorga,83
1891,201803,2018,3,Cebreiro,443
1892,201803,2018,3,Ferrol,371
1893,201803,2018,3,León,197
1894,201803,2018,3,Lugo - C.P.,126
1895,201803,2018,3,Oporto,853
1896,201803,2018,3,Oporto Costa,91
1897,201803,2018,3,Ourense,219
1898,201803,2018,3,Oviedo - C.P.,136
1899,201803,2018,3,Pamplona,81
1900,201803,2018,3,Ponferrada,185
1901,201803,2018,3,Porriño,79
1902,201803,2018,3,Resto,1313
1903,201803,2018,3,Roncesvalles,151
1904,201803,2018,3,S. Jean P. Port,362
1905,201803,2018,3,Sarria,4476
1906,201803,2018,3,Triacastela,79
1907,201803,2018,3,Tui,981
1908,201803,2018,3,Valença do Minho,481
1909,201803,2018,3,Vigo,243
1910,201803,2018,3,Vilalba,106
1911,201804,2018,4,Astorga,287
1912,201804,2018,4,Cebreiro,444
1913,201804,2018,4,Ferrol,913
1914,201804,2018,4,Irún,198
1915,201804,2018,4,León,696
1916,201804,2018,4,Lugo - C.P.,275
1917,201804,2018,4,Oporto,2757
1918,201804,2018,4,Oporto Costa,361
1919,201804,2018,4,Ourense,263
1920,201804,2018,4,Oviedo - C.P.,428
1921,201804,2018,4,Pamplona,232
1922,201804,2018,4,Ponferrada,420
1923,201804,2018,4,Ponte de Lima,191
1924,201804,2018,4,Resto,3460
1925,201804,2018,4,Roncesvalles,317
1926,201804,2018,4,S. Jean P. Port,1508
1927,201804,2018,4,Sarria,6613
1928,201804,2018,4,Sevilla,218
1929,201804,2018,4,Triacastela,245
1930,201804,2018,4,Tui,1251
1931,201804,2018,4,Valença do Minho,991
1932,201805,2018,5,León,1606
1933,201805,2018,5,Oporto,4602
1934,201805,2018,5,Resto,17504
1935,201805,2018,5,S. Jean P. Port,5535
1936,201805,2018,5,Sarria,9633
1937,201805,2018,5,Tui,1785
1938,201806,2018,6,Astorga,530
1939,201806,2018,6,Burgos,462
1940,201806,2018,6,Cebreiro,1243
1941,201806,2018,6,Ferrol,1561
1942,201806,2018,6,Irún,918
1943,201806,2018,6,Le Puy,574
1944,201806,2018,6,León,1663
1945,201806,2018,6,Lisboa,407
1946,201806,2018,6,Lugo - C.P.,433
1947,201806,2018,6,Oporto,3562
1948,201806,2018,6,Oporto Costa,781
1949,201806,2018,6,Ourense,433
1950,201806,2018,6,Oviedo - C.P.,1318
1951,201806,2018,6,Pamplona,572
1952,201806,2018,6,Ponferrada,921
1953,201806,2018,6,Resto,8099
1954,201806,2018,6,Roncesvalles,881
1955,201806,2018,6,S. Jean P. Port,6042
1956,201806,2018,6,Sarria,11793
1957,201806,2018,6,Tui,2587
1958,201806,2018,6,Valença do Minho,905
1959,201807,2018,7,Astorga,1358
1960,201807,2018,7,Burgos,466
1961,201807,2018,7,Cebreiro,1578
1962,201807,2018,7,Ferrol,2742
1963,201807,2018,7,Irún,860
1964,201807,2018,7,León,1369
1965,201807,2018,7,Lugo - C.P.,879
1966,201807,2018,7,Oporto,3057
1967,201807,2018,7,Oporto Costa,820
1968,201807,2018,7,Ourense,906
1969,201807,2018,7,Oviedo - C.P.,1321
1970,201807,2018,7,Ponferrada,1148
1971,201807,2018,7,Porriño,486
1972,201807,2018,7,Resto,9807
1973,201807,2018,7,Ribadeo,456
1974,201807,2018,7,Roncesvalles,710
1975,201807,2018,7,S. Jean P. Port,3912
1976,201807,2018,7,Sarria,12898
1977,201807,2018,7,Tui,4035
1978,201807,2018,7,Valença do Minho,1410
1979,201807,2018,7,Vilafranca,649
1980,201808,2018,8,Astorga,764
1981,201808,2018,8,Cebreiro,1816
1982,201808,2018,8,Ferrol,2876
1983,201808,2018,8,Irún,1067
1984,201808,2018,8,León,1989
1985,201808,2018,8,Lugo - C.P.,992
1986,201808,2018,8,Oporto,3015
1987,201808,2018,8,Oporto Costa,927
1988,201808,2018,8,Ourense,848
1989,201808,2018,8,Oviedo - C.P.,1907
1990,201808,2018,8,Ponferrada,1699
1991,201808,2018,8,Resto,10348
1992,201808,2018,8,Resto Asturias - C.N,525
1993,201808,2018,8,Roncesvalles,1026
1994,201808,2018,8,S. Jean P. Port,3700
1995,201808,2018,8,Sarria,18274
1996,201808,2018,8,Triacastela,745
1997,201808,2018,8,Tui,5308
1998,201808,2018,8,Valença do Minho,1566
1999,201808,2018,8,Vigo,516
2000,201808,2018,8,Vilafranca,507
2001,201809,2018,9,Astorga,728
2002,201809,2018,9,Baiona,480
2003,201809,2018,9,Burgos,471
2004,201809,2018,9,Cebreiro,1219
2005,201809,2018,9,Ferrol,1727
2006,201809,2018,9,Irún,820
2007,201809,2018,9,Le Puy,526
2008,201809,2018,9,León,1868
2009,201809,2018,9,Lugo - C.P.,537
2010,201809,2018,9,Oporto,4526
2011,201809,2018,9,Oporto Costa,1286
2012,201809,2018,9,Ourense,442
2013,201809,2018,9,Oviedo - C.P.,1371
2014,201809,2018,9,Pamplona,479
2015,201809,2018,9,Ponferrada,1007
2016,201809,2018,9,Resto,7417
2017,201809,2018,9,Roncesvalles,728
2018,201809,2018,9,S. Jean P. Port,3602
2019,201809,2018,9,Sarria,13293
2020,201809,2018,9,Tui,3221
2021,201809,2018,9,Valença do Minho,1258
2022,201810,2018,10,Astorga,407
2023,201810,2018,10,Burgos,330
2024,201810,2018,10,Cebreiro,887
2025,201810,2018,10,Ferrol,1212
2026,201810,2018,10,Irún,671
2027,201810,2018,10,Le Puy,384
2028,201810,2018,10,León,1121
2029,201810,2018,10,Lisboa,364
2030,201810,2018,10,Lugo - C.P.,290
2031,201810,2018,10,Oporto,3340
2032,201810,2018,10,Oporto Costa,937
2033,201810,2018,10,Oviedo - C.P.,866
2034,201810,2018,10,Pamplona,469
2035,201810,2018,10,Ponferrada,665
2036,201810,2018,10,Resto,5972
2037,201810,2018,10,Resto Portugal,283
2038,201810,2018,10,Roncesvalles,706
2039,201810,2018,10,S. Jean P. Port,5891
2040,201810,2018,10,Sarria,8486
2041,201810,2018,10,Tui,1503
2042,201810,2018,10,Valença do Minho,818
2043,201811,2018,11,Astorga,82
2044,201811,2018,11,Burgos,69
2045,201811,2018,11,Cebreiro,176
2046,201811,2018,11,Ferrol,262
2047,201811,2018,11,Irún,168
2048,201811,2018,11,Le Puy,135
2049,201811,2018,11,León,193
2050,201811,2018,11,Lisboa,87
2051,201811,2018,11,Oporto,618
2052,201811,2018,11,Oporto Costa,126
2053,201811,2018,11,Ourense,89
2054,201811,2018,11,Oviedo - C.P.,158
2055,201811,2018,11,Pamplona,120
2056,201811,2018,11,Ponferrada,137
2057,201811,2018,11,Resto,1252
2058,201811,2018,11,Roncesvalles,167
2059,201811,2018,11,S. Jean P. Port,1604
2060,201811,2018,11,Sarria,1632
2061,201811,2018,11,Sevilla,100
2062,201811,2018,11,Tui,302
2063,201811,2018,11,Valença do Minho,174
2064,201812,2018,12,A Coruña,35
2065,201812,2018,12,Cebreiro,110
2066,201812,2018,12,Ferrol,121
2067,201812,2018,12,Irún,43
2068,201812,2018,12,León,81
2069,201812,2018,12,Lisboa,34
2070,201812,2018,12,Lugo - C.P.,31
2071,201812,2018,12,Oporto,191
2072,201812,2018,12,Oporto Costa,34
2073,201812,2018,12,Ourense,30
2074,201812,2018,12,Oviedo - C.P.,73
2075,201812,2018,12,Pamplona,54
2076,201812,2018,12,Ponferrada,69
2077,201812,2018,12,Resto,471
2078,201812,2018,12,Roncesvalles,67
2079,201812,2018,12,S. Jean P. Port,362
2080,201812,2018,12,Sarria,500
2081,201812,2018,12,Sevilla,30
2082,201812,2018,12,Tui,116
2083,201812,2018,12,Valença do Minho,67
2084,201812,2018,12,Vilafranca,34
2085,201901,2019,1,Astorga,25
2086,201901,2019,1,Burgos,26
2087,201901,2019,1,Cebreiro,93
2088,201901,2019,1,Ferrol,82
2089,201901,2019,1,León,54
2090,201901,2019,1,Lisboa,22
2091,201901,2019,1,Logroño,17
2092,201901,2019,1,Lugo - C.P.,13
2093,201901,2019,1,Oporto,187
2094,201901,2019,1,Oporto Costa,20
2095,201901,2019,1,Ourense,15
2096,201901,2019,1,Oviedo - C.P.,37
2097,201901,2019,1,Pamplona,47
2098,201901,2019,1,Ponferrada,45
2099,201901,2019,1,Resto,239
2100,201901,2019,1,Roncesvalles,27
2101,201901,2019,1,S. Jean P. Port,186
2102,201901,2019,1,Sarria,333
2103,201901,2019,1,Sevilla,19
2104,201901,2019,1,Tui,106
2105,201901,2019,1,Valença do Minho,58
2106,201902,2019,2,Astorga,15
2107,201902,2019,2,Burgos,20
2108,201902,2019,2,Cebreiro,38
2109,201902,2019,2,Ferrol,94
2110,201902,2019,2,León,103
2111,201902,2019,2,Lisboa,22
2112,201902,2019,2,Lugo - C.P.,38
2113,201902,2019,2,Oporto,209
2114,201902,2019,2,Oporto Costa,45
2115,201902,2019,2,Oviedo - C.P.,45
2116,201902,2019,2,Pamplona,49
2117,201902,2019,2,Ponferrada,38
2118,201902,2019,2,Resto,262
2119,201902,2019,2,Resto Portugal,14
2120,201902,2019,2,Ribadeo,16
2121,201902,2019,2,Roncesvalles,23
2122,201902,2019,2,S. Jean P. Port,181
2123,201902,2019,2,Sarria,682
2124,201902,2019,2,Sevilla,22
