,ID,Anho,Mes,Descripcion,Total
199,200907,2009,7,<30,11637
200,200907,2009,7,>60,1858
201,200908,2009,8,30-60,20457
202,200908,2009,8,<30,13688
203,200908,2009,8,>60,1401
204,200909,2009,9,30-60,11882
205,200909,2009,9,<30,5407
206,200909,2009,9,>60,3334
207,200910,2009,10,30-60,7111
208,200910,2009,10,<30,2201
209,200910,2009,10,>60,2419
210,200911,2009,11,30-60,1480
211,200911,2009,11,<30,582
212,200911,2009,11,>60,291
213,200912,2009,12,30-60,699
214,200912,2009,12,<30,233
215,200912,2009,12,>60,78
216,201001,2010,1,30-60,670
217,201001,2010,1,<30,427
218,201001,2010,1,>60,91
219,201002,2010,2,30-60,898
220,201002,2010,2,<30,659
221,201002,2010,2,>60,83
222,201003,2010,3,30-60,3109
223,201003,2010,3,<30,2289
224,201003,2010,3,>60,485
225,201004,2010,4,30-60,11690
226,201004,2010,4,<30,5648
227,201004,2010,4,>60,2249
228,201005,2010,5,30-60,18475
229,201005,2010,5,<30,4081
230,201005,2010,5,>60,6290
231,201006,2010,6,30-60,20994
232,201006,2010,6,<30,6334
233,201006,2010,6,>60,6428
234,201007,2010,7,30-60,21714
235,201007,2010,7,<30,17087
236,201007,2010,7,>60,3665
237,201008,2010,8,30-60,32851
238,201008,2010,8,<30,25885
239,201008,2010,8,>60,2798
240,201009,2010,9,30-60,21826
241,201009,2010,9,<30,9217
242,201009,2010,9,>60,5805
243,201010,2010,10,30-60,16867
244,201010,2010,10,<30,5206
245,201010,2010,10,>60,4525
246,201011,2010,11,30-60,5359
247,201011,2010,11,<30,1645
248,201011,2010,11,>60,1071
249,201012,2010,12,30-60,3997
250,201012,2010,12,<30,1439
251,201012,2010,12,>60,531
252,201101,2011,1,30-60,428
253,201101,2011,1,<30,191
254,201101,2011,1,>60,25
255,201102,2011,2,30-60,438
256,201102,2011,2,<30,343
257,201102,2011,2,>60,39
258,201103,2011,3,30-60,1575
259,201103,2011,3,<30,1272
260,201103,2011,3,>60,176
261,201104,2011,4,30-60,7824
262,201104,2011,4,<30,4871
263,201104,2011,4,>60,1459
264,201105,2011,5,30-60,11664
265,201105,2011,5,<30,3016
266,201105,2011,5,>60,5125
267,201106,2011,6,30-60,15129
268,201106,2011,6,<30,4596
269,201106,2011,6,>60,5514
270,201107,2011,7,30-60,16096
271,201107,2011,7,<30,12140
272,201107,2011,7,>60,2606
273,201108,2011,8,30-60,24702
274,201108,2011,8,<30,14768
275,201108,2011,8,>60,2019
276,201109,2011,9,30-60,15090
277,201109,2011,9,<30,6253
278,201109,2011,9,>60,4680
279,201110,2011,10,30-60,9602
280,201110,2011,10,<30,3324
281,201110,2011,10,>60,3317
282,201111,2011,11,30-60,2149
283,201111,2011,11,<30,990
284,201111,2011,11,>60,452
285,201112,2011,12,30-60,1040
286,201112,2011,12,<30,380
287,201112,2011,12,>60,78
288,201201,2012,1,30-60,526
289,201201,2012,1,<30,289
290,201201,2012,1,>60,57
291,201202,2012,2,30-60,653
292,201202,2012,2,<30,584
293,201202,2012,2,>60,68
294,201203,2012,3,30-60,1614
295,201203,2012,3,<30,1336
296,201203,2012,3,>60,310
297,201204,2012,4,30-60,8199
298,201204,2012,4,<30,4738
299,201204,2012,4,>60,1812
300,201205,2012,5,30-60,13015
301,201205,2012,5,<30,2948
302,201205,2012,5,>60,5813
303,201206,2012,6,30-60,15006
304,201206,2012,6,<30,4641
305,201206,2012,6,>60,5870
306,201207,2012,7,30-60,16304
307,201207,2012,7,<30,13950
308,201207,2012,7,>60,2564
309,201208,2012,8,30-60,24065
310,201208,2012,8,<30,14973
311,201208,2012,8,>60,2058
312,201209,2012,9,30-60,15729
313,201209,2012,9,<30,6327
314,201209,2012,9,>60,5265
315,201210,2012,10,30-60,10597
316,201210,2012,10,<30,3493
317,201210,2012,10,>60,4001
318,201211,2012,11,30-60,2636
319,201211,2012,11,<30,1050
320,201211,2012,11,>60,484
321,201212,2012,12,30-60,947
322,201212,2012,12,<30,395
323,201212,2012,12,>60,141
324,201301,2013,1,30-60,512
325,201301,2013,1,<30,248
326,201301,2013,1,>60,46
327,201302,2013,2,30-60,613
328,201302,2013,2,<30,716
329,201302,2013,2,>60,53
330,201303,2013,3,30-60,3569
331,201303,2013,3,<30,3209
332,201303,2013,3,>60,450
333,201304,2013,4,30-60,6646
334,201304,2013,4,<30,2988
335,201304,2013,4,>60,1898
336,201305,2013,5,30-60,15006
337,201305,2013,5,<30,3324
338,201305,2013,5,>60,6875
339,201306,2013,6,30-60,16738
340,201306,2013,6,<30,5936
341,201306,2013,6,>60,6700
342,201307,2013,7,30-60,17865
343,201307,2013,7,<30,15430
344,201307,2013,7,>60,3264
345,201308,2013,8,30-60,27287
